sample_ID,filetype,filename,path,data_type,production,coverage,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,ccs_algorithm,DeepConsensus_version,study,title,accession,bioproject_accession,biosample_accession,design_description,notes,generator_contact,generator_facility,library_ID,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,total_reads,total_bp,total_Gbp,mean,min,max,N25,N50,N75,quartile_25,quartile_50,quartile_75,ntsm_score,MM_tag,primrose_filename,check,delta
NA20805,bam,m64136_220728_160902-bc1020.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/NA20805/raw_data/PacBio_HiFi/m64136_220728_160902-bc1020.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,13.3,14.81,NA20805.m64136_220728_160902.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA20805/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA20805.m64136_220728_160902.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732281,PRJNA701308,SAMN33621962,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,NA20805_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1997924,41329526305,41.33,20686,139.0,69098.0,19207,20776,22588,18940,20477,22231,,True,,True,34
HG00140,bam,m64136_220715_182717-bc1018.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00140/raw_data/PacBio_HiFi/m64136_220715_182717-bc1018.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,10.4,11.91,HG00140.m64136_220715_182717.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00140/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00140.m64136_220715_182717.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732295,PRJNA701308,SAMN33621941,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00140_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1465069,32183433807,32.18,21967,199.0,72755.0,19094,21721,25959,18553,20771,24326,,True,,True,33
HG00323,bam,m64136_220710_175208-bc1016.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00323/raw_data/PacBio_HiFi/m64136_220710_175208-bc1016.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,10.9,12.17,HG00323.m64136_220710_175208.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00323/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00323.m64136_220710_175208.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732294,PRJNA701308,SAMN33621942,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00323_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1775333,33941426923,33.94,19118,52.0,62063.0,16692,19270,22381,16209,18393,21456,,True,,True,30
HG00597,bam,m64043_211212_045901-bc1021.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG00597/raw_data/PacBio_HiFi/m64043_211212_045901-bc1021.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,10.8,13.0,HG00597.m64043_211212_045901.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG00597/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG00597.m64043_211212_045901.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732280,PRJNA701308,SAMN33621944,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG00597_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1586624,33361982455,33.36,21027,62.0,54098.0,19260,20789,22926,19052,20458,22436,,True,,True,34
HG01261,bam,m64136_211107_050725-bc1001.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01261/raw_data/PacBio_HiFi/m64136_211107_050725-bc1001.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,10.4,12.77,HG01261.m64136_211107_050725.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG01261/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01261.m64136_211107_050725.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732278,PRJNA701308,SAMN33621946,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG01261_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1514497,32158315632,32.16,21233,170.0,64761.0,18510,20474,24807,18194,19824,23063,,True,,True,34
HG01975,bam,m64043_211115_222749-bc1003.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG01975/raw_data/PacBio_HiFi/m64043_211115_222749-bc1003.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,9.4,10.5,HG01975.m64043_211115_222749.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG01975/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01975.m64043_211115_222749.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732277,PRJNA701308,SAMN33621947,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG01975_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1481915,29243979674,29.24,19733,818.0,60746.0,17828,19276,21558,17640,18930,20876,,True,,True,35
HG02056,bam,m64136_211118_185339-bc1009.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02056/raw_data/PacBio_HiFi/m64136_211118_185339-bc1009.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,9.4,11.68,HG02056.m64136_211118_185339.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02056/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02056.m64136_211118_185339.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732275,PRJNA701308,SAMN33621949,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02056_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1468626,29158250441,29.16,19854,122.0,51507.0,18083,19712,22301,17756,19247,21406,,True,,True,34
HG02155,bam,m64136_220703_150713-bc1012.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02155/raw_data/PacBio_HiFi/m64136_220703_150713-bc1012.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,10.1,12.01,HG02155.m64136_220703_150713.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02155/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02155.m64136_220703_150713.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732293,PRJNA701308,SAMN33621951,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02155_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1596721,31298698030,31.3,19601,61.0,56609.0,17196,19308,22847,16826,18592,21674,,True,,True,35
HG02258,bam,m64043_220114_181052-bc1011.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02258/raw_data/PacBio_HiFi/m64043_220114_181052-bc1011.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,2.2,2.46,HG02056.m64043_220114_181052.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02258/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02258.m64043_220114_181052.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732292,PRJNA701308,SAMN33621952,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02258_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,333250,6878212374,6.88,20639,217.0,47039.0,18935,20497,22571,18686,20163,22078,,True,,True,34
HG02976,bam,m64043_220617_195135-bc1009.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/m64043_220617_195135-bc1009.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,11.4,12.51,HG02976.m64043_220617_195135.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02976/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02976.m64043_220617_195135.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732289,PRJNA701308,SAMN33621955,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02976_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1765009,35330491836,35.33,20017,396.0,53116.0,18347,19941,21988,18072,19589,21498,,True,,True,34
HG03195,bam,m64043_220726_203720-bc1010.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m64043_220726_203720-bc1010.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,0.9,1.02,HG03195.m64043_220726_203720.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03195/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03195.m64043_220726_203720.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732288,PRJNA701308,SAMN33621956,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03195_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,117862,2810055296,2.81,23841,894.0,57429.0,21539,23799,26818,21102,23205,25986,,True,,True,34
HG03225,bam,m64136_220518_004520-bc1008.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m64136_220518_004520-bc1008.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,8.7,10.19,HG03225.m64136_220518_004520.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG03225/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03225.m64136_220518_004520.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732287,PRJNA701308,SAMN33621957,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03225_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1261872,26980532443,26.98,21381,83.0,56904.0,19083,21321,24508,18637,20656,23529,,True,,True,34
NA18971,bam,m64043_220701_181144-bc1011.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/NA18971/raw_data/PacBio_HiFi/m64043_220701_181144-bc1011.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,11.0,12.61,NA18971.m64043_220701_181144.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18971/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18971.m64043_220701_181144.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR23732282,PRJNA701308,SAMN33621961,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,NA18971_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1642606,34029092180,34.03,20716,61.0,62433.0,18582,20932,23785,18018,20255,22941,,True,,True,32
HG02071,bam,m54329U_210507_224951-bc1011_BAK8A_OA.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02071/raw_data/PacBio_HiFi/m54329U_210507_224951-bc1011_BAK8A_OA.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y2,1.0,1.32,HG02071.m54329U_210507_224951.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02071/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02071.m54329U_210507_224951.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR18158591,PRJNA701308,SAMN26267380,HiFi sequencing of 22kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02071a.HFSS,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,147915,3026195060,3.03,20459,769.0,42220.0,17858,20494,23946,17306,19625,22805,,True,m54329U_210507_224951-bc1011_BAK8A_OA.5mc.hifi_reads.bam,True,33
HG02074,bam,m54329U_210507_224951-bc1010_BAK8A_OA.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02074/raw_data/PacBio_HiFi/m54329U_210507_224951-bc1010_BAK8A_OA.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y2,1.0,1.35,HG02074.m54329U_210507_224951.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02074/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02074.m54329U_210507_224951.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR18158593,PRJNA701308,SAMN26267381,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02074a.HFSS,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,174993,3174472950,3.17,18140,122.0,45596.0,15736,18325,21635,15121,17428,20473,,True,m54329U_210507_224951-bc1010_BAK8A_OA.5mc.hifi_reads.bam,True,34
HG03942,bam,m54329U_210507_224951-bc1017_BAK8B_OA.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03942/raw_data/PacBio_HiFi/m54329U_210507_224951-bc1017_BAK8B_OA.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y2,0.9,1.28,HG03942.m54329U_210507_224951.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03942/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03942.m54329U_210507_224951.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR18158599,PRJNA701308,SAMN26267387,HiFi sequencing of 21kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG03942a.HFSS,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,147995,2941012697,2.94,19872,142.0,45692.0,17301,20000,23516,16690,19090,22312,,True,m54329U_210507_224951-bc1017_BAK8B_OA.5mc.hifi_reads.bam,True,34
HG04204,bam,m54329U_210507_224951-bc1003_BAK8A_OA.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04204/raw_data/PacBio_HiFi/m54329U_210507_224951-bc1003_BAK8A_OA.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y2,1.2,1.58,HG04204.m54329U_210507_224951.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04204/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04204.m54329U_210507_224951.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR18158603,PRJNA701308,SAMN26267390,HiFi sequencing of 24kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG04204.HFSS,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,189916,3674050040,3.67,19345,552.0,48819.0,16934,19409,22632,16436,18608,21607,,True,m54329U_210507_224951-bc1003_BAK8A_OA.5mc.hifi_reads.bam,True,34
HG04228,bam,m54329U_210507_224951-bc1008_BAK8A_OA.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04228/raw_data/PacBio_HiFi/m54329U_210507_224951-bc1008_BAK8A_OA.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y2,1.1,1.46,HG04228.m54329U_210507_224951.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04228/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04228.m54329U_210507_224951.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR18158583,PRJNA701308,SAMN26267391,HiFi sequencing of 24kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG04228a.HFSS,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,169644,3359403014,3.36,19802,573.0,50556.0,17205,19981,23533,16563,19003,22307,,True,m54329U_210507_224951-bc1008_BAK8A_OA.5mc.hifi_reads.bam,True,34
HG02135,bam,m54329U_210615_233707-bc1009_BAK8A_OA.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m54329U_210615_233707-bc1009_BAK8A_OA.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y2,6.5,7.8,HG02135.m54329U_210615_233707.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02135/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02135.m54329U_210615_233707.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR18158584,PRJNA701308,SAMN26267392,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02135a.HFSS,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,1140779,20107735346,20.11,17626,122.0,52606.0,15220,17751,21043,14644,16847,19859,,True,m54329U_210615_233707-bc1009_BAK8A_OA.5mc.hifi_reads.bam,True,34
HG04204,bam,m54329U_210514_222517-bc1003_BAK8A_OA.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04204/raw_data/PacBio_HiFi/m54329U_210514_222517-bc1003_BAK8A_OA.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y2,9.0,11.4,HG04204.m54329U_210514_222517.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04204/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04204.m54329U_210514_222517.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR18158603,PRJNA701308,SAMN26267390,HiFi sequencing of 24kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG04204.HFSS,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,1440144,27879875624,27.88,19359,59.0,52568.0,16942,19438,22667,16424,18624,21632,,True,m54329U_210514_222517-bc1003_BAK8A_OA.5mc.hifi_reads.bam,True,33
HG02135,bam,m54329U_210507_224951-bc1009_BAK8A_OA.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02135/raw_data/PacBio_HiFi/m54329U_210507_224951-bc1009_BAK8A_OA.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y2,0.9,1.22,HG02135.m54329U_210507_224951.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02135/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02135.m54329U_210507_224951.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR18158584,PRJNA701308,SAMN26267392,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG02135a.HFSS,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,157627,2868292075,2.87,18196,1129.0,48978.0,15772,18430,21760,15126,17489,20600,,True,m54329U_210507_224951-bc1009_BAK8A_OA.5mc.hifi_reads.bam,True,33
HG04204,bam,m54329U_210517_210109-bc1003_BAK8A_OA.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04204/raw_data/PacBio_HiFi/m54329U_210517_210109-bc1003_BAK8A_OA.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y2,8.1,10.51,HG04204.m54329U_210517_210109.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04204/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04204.m54329U_210517_210109.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR18158603,PRJNA701308,SAMN26267390,HiFi sequencing of 24kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG04204.HFSS,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,1290942,24982993730,24.98,19352,287.0,54149.0,16962,19431,22592,16456,18640,21590,,True,m54329U_210517_210109-bc1003_BAK8A_OA.5mc.hifi_reads.bam,True,34
HG04204,bam,m54329U_210519_065152-bc1003_BAK8A_OA.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04204/raw_data/PacBio_HiFi/m54329U_210519_065152-bc1003_BAK8A_OA.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y2,10.0,12.02,HG04204.m54329U_210519_065152.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04204/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04204.m54329U_210519_065152.dc.q20.fastq.gz,6.0.0,,SRP305758,,SRR18158603,PRJNA701308,SAMN26267390,HiFi sequencing of 24kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG04204.HFSS,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,1579943,30994485468,30.99,19617,62.0,55860.0,17171,19759,23019,16614,18916,21983,,True,m54329U_210519_065152-bc1003_BAK8A_OA.5mc.hifi_reads.bam,True,29
HG04204,bam,m54329U_210520_213459-bc1003_BAK8A_OA.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG04204/raw_data/PacBio_HiFi/m54329U_210520_213459-bc1003_BAK8A_OA.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y2,10.4,,,,6.0.0,,SRP305758,,SRR18158603,PRJNA701308,SAMN26267390,HiFi sequencing of 24kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG04204.HFSS,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2.2,1634946,32264696883,32.26,19734,122.0,57880.0,17264,19894,23179,16694,19036,22131,,True,m54329U_210520_213459-bc1003_BAK8A_OA.5mc.hifi_reads.bam,True,34
