filename,filetype,sample_ID,biosample_accession,library_ID,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,data_type,shear_method,size_selection,seq_kit,basecaller,basecaller_version,basecaller_model,generator_facility,generator_contact,path,ntsm_score,read_N50,total_Gbp,coverage,100kb+,200kb+,300kb+,400kb+,500kb+,1Mb+,whales,accession,study,bioproject_accession,production,sequencing_chemistry
08_17_21_R941_HG02451_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02451,SAMN33758786,08_17_21_R941_HG02451,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02451/raw_data/nanopore/guppy_6/08_17_21_R941_HG02451_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.301994,78263,62.38,18.9,6.97,1.24,0.18,0.03,0.01,0.0,2,SRR26313855,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
08_17_21_R941_HG02451_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02451,SAMN33758786,08_17_21_R941_HG02451,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02451/raw_data/nanopore/guppy_6/08_17_21_R941_HG02451_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.307473,82173,62.53,18.95,7.45,1.45,0.25,0.05,0.01,0.0,0,SRR26313855,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
12_08_21_R941_HG02523_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02523,SAMN26237506,12_08_21_R941_HG02523,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02523/raw_data/nanopore/guppy_6/12_08_21_R941_HG02523_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.331787,73676,95.97,29.08,9.94,1.47,0.24,0.09,0.04,0.01,15,SRR26313822,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
12_08_21_R941_HG02523_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02523,SAMN26237506,12_08_21_R941_HG02523,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02523/raw_data/nanopore/guppy_6/12_08_21_R941_HG02523_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.32545,74782,84.96,25.74,8.82,1.23,0.2,0.07,0.03,0.0,10,SRR26313822,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
12_08_21_R941_HG02523_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02523,SAMN26237506,12_08_21_R941_HG02523,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02523/raw_data/nanopore/guppy_6/12_08_21_R941_HG02523_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.331465,75745,75.24,22.8,7.95,1.1,0.15,0.04,0.02,0.0,1,SRR26313822,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
07_20_21_R941_HG02602_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02602,SAMN26237507,07_20_21_R941_HG02602,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02602/raw_data/nanopore/guppy_6/07_20_21_R941_HG02602_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.323213,65361,106.62,32.31,8.03,0.54,0.05,0.01,0.0,0.0,2,SRR26313823,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
07_20_21_R941_HG02602_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02602,SAMN26237507,07_20_21_R941_HG02602,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02602/raw_data/nanopore/guppy_6/07_20_21_R941_HG02602_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.341738,63774,96.1,29.12,6.93,0.46,0.04,0.01,0.0,0.0,0,SRR26313823,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
07_20_21_R941_HG02602_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02602,SAMN26237507,07_20_21_R941_HG02602,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02602/raw_data/nanopore/guppy_6/07_20_21_R941_HG02602_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.344395,63732,71.47,21.66,5.14,0.32,0.03,0.01,0.0,0.0,1,SRR26313823,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
07_20_21_R941_HG02615_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02615,SAMN26237508,07_20_21_R941_HG02615,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02615/raw_data/nanopore/guppy_6/07_20_21_R941_HG02615_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.28681,70878,92.07,27.9,8.59,0.92,0.07,0.01,0.0,0.0,0,SRR26313824,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
07_20_21_R941_HG02615_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02615,SAMN26237508,07_20_21_R941_HG02615,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02615/raw_data/nanopore/guppy_6/07_20_21_R941_HG02615_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.282447,70070,97.5,29.54,8.96,0.98,0.09,0.01,0.0,0.0,0,SRR26313824,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
08_10_21_R941_HG00642_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG00642,SAMN26267378,08_10_21_R941_HG00642,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.4.6,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG00642/raw_data/nanopore/guppy_6/08_10_21_R941_HG00642_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.295302,94988,60.56,18.35,8.67,2.06,0.42,0.13,0.07,0.01,23,SRR26313832,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
07_20_21_R941_HG02615_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02615,SAMN26237508,07_20_21_R941_HG02615,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02615/raw_data/nanopore/guppy_6/07_20_21_R941_HG02615_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.352641,68679,37.46,11.35,3.37,0.4,0.04,0.01,0.0,0.0,0,SRR26313824,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
08_10_21_R941_HG02647_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02647,SAMN26267383,08_10_21_R941_HG02647,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02647/raw_data/nanopore/guppy_6/08_10_21_R941_HG02647_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.364914,67975,35.55,10.77,3.34,0.66,0.2,0.09,0.05,0.01,22,SRR26313838,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
08_10_21_R941_HG02647_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02647,SAMN26267383,08_10_21_R941_HG02647,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02647/raw_data/nanopore/guppy_6/08_10_21_R941_HG02647_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.293523,74826,57.79,17.51,5.9,0.94,0.18,0.06,0.03,0.0,5,SRR26313838,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
08_10_21_R941_HG02647_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02647,SAMN26267383,08_10_21_R941_HG02647,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02647/raw_data/nanopore/guppy_6/08_10_21_R941_HG02647_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.272442,75914,63.43,19.22,6.51,0.95,0.16,0.04,0.01,0.0,2,SRR26313838,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
08_10_21_R941_HG02647_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02647,SAMN26267383,08_10_21_R941_HG02647,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02647/raw_data/nanopore/guppy_6/08_10_21_R941_HG02647_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.472454,78171,11.54,3.5,1.24,0.19,0.04,0.01,0.0,0.0,0,SRR26313838,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
07_20_21_R941_HG02668_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02668,SAMN37706906,07_20_21_R941_HG02668,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02668/raw_data/nanopore/guppy_6/07_20_21_R941_HG02668_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.330569,67467,54.64,16.56,4.43,0.26,0.02,0.0,0.0,0.0,1,SRR26304607,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
07_20_21_R941_HG02668_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02668,SAMN37706906,07_20_21_R941_HG02668,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02668/raw_data/nanopore/guppy_6/07_20_21_R941_HG02668_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.319356,69535,69.45,21.05,5.95,0.4,0.04,0.01,0.0,0.0,1,SRR26304607,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
07_20_21_R941_HG02668_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02668,SAMN37706906,07_20_21_R941_HG02668,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,University of California Santa Cruz,iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC/HG02668/raw_data/nanopore/guppy_6/07_20_21_R941_HG02668_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.343288,67023,54.16,16.41,4.42,0.33,0.04,0.01,0.0,0.0,0,SRR26304607,SRP305758,PRJNA701308,UCSC_HPRC_nanopore_Year2,R941
01_18_23_R941_HG01109_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG01109,SAMN12162846,01_18_23_R941_HG01109_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,"University of California, Santa Cruz",iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC_PLUS/HG01109/raw_data/nanopore/guppy_6/01_18_23_R941_HG01109_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.384677,41823,48.97,14.84,2.24,0.4,0.08,0.02,0.0,0.0,0,,SRP320775,PRJNA731524,UCSC_HPRC_PLUS_nanopore,R941
01_18_23_R941_HG01109_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG01109,SAMN12162846,01_18_23_R941_HG01109_4,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,"University of California, Santa Cruz",iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC_PLUS/HG01109/raw_data/nanopore/guppy_6/01_18_23_R941_HG01109_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.390555,75746,43.57,13.2,4.99,1.49,0.41,0.11,0.03,0.0,1,,SRP320775,PRJNA731524,UCSC_HPRC_PLUS_nanopore,R941
01_24_23_R941_HG01109_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG01109,SAMN12162846,01_24_23_R941_HG01109_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,"University of California, Santa Cruz",iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC_PLUS/HG01109/raw_data/nanopore/guppy_6/01_24_23_R941_HG01109_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.378176,53014,68.07,20.63,2.21,0.02,0.0,0.0,0.0,0.0,0,,SRP320775,PRJNA731524,UCSC_HPRC_PLUS_nanopore,R941
01_24_23_R941_HG01109_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG01109,SAMN12162846,01_24_23_R941_HG01109_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,"University of California, Santa Cruz",iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC_PLUS/HG01109/raw_data/nanopore/guppy_6/01_24_23_R941_HG01109_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.368459,52521,56.66,17.17,1.8,0.01,0.0,0.0,0.0,0.0,1,,SRP320775,PRJNA731524,UCSC_HPRC_PLUS_nanopore,R941
01_24_23_R941_HG01109_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG01109,SAMN12162846,01_24_23_R941_HG01109_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,"University of California, Santa Cruz",iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC_PLUS/HG01109/raw_data/nanopore/guppy_6/01_24_23_R941_HG01109_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.37369,54099,56.27,17.05,1.92,0.02,0.0,0.0,0.0,0.0,0,,SRP320775,PRJNA731524,UCSC_HPRC_PLUS_nanopore,R941
02_01_2023_R941_HG01109_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG01109,SAMN12162846,02_01_2023_R941_HG01109,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,"University of California, Santa Cruz",iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC_PLUS/HG01109/raw_data/nanopore/guppy_6/02_01_2023_R941_HG01109_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.39636,77254,60.86,18.44,6.86,1.66,0.35,0.07,0.02,0.0,2,,SRP320775,PRJNA731524,UCSC_HPRC_PLUS_nanopore,R941
04_19_22_R941_HG02080_1_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02080,SAMN13957942,04_19_22_R941_HG02080_1_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,"University of California, Santa Cruz",iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC_PLUS/HG02080/raw_data/nanopore/guppy_6/04_19_22_R941_HG02080_1_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.336567,88690,60.86,18.44,8.06,1.81,0.27,0.05,0.02,0.0,0,,SRP320775,PRJNA731524,UCSC_HPRC_PLUS_nanopore,R941
04_19_22_R941_HG02080_1_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02080,SAMN13957942,04_19_22_R941_HG02080_1_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,"University of California, Santa Cruz",iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC_PLUS/HG02080/raw_data/nanopore/guppy_6/04_19_22_R941_HG02080_1_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.337043,85882,59.26,17.96,7.56,1.64,0.26,0.05,0.02,0.0,0,,SRP320775,PRJNA731524,UCSC_HPRC_PLUS_nanopore,R941
04_19_22_R941_HG02080_1_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02080,SAMN13957942,04_19_22_R941_HG02080_1_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,"University of California, Santa Cruz",iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC_PLUS/HG02080/raw_data/nanopore/guppy_6/04_19_22_R941_HG02080_1_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.29678,88569,56.45,17.11,7.48,1.74,0.28,0.06,0.02,0.0,0,,SRP320775,PRJNA731524,UCSC_HPRC_PLUS_nanopore,R941
04_19_22_R941_HG02080_2_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02080,SAMN13957942,04_19_22_R941_HG02080_2_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,"University of California, Santa Cruz",iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC_PLUS/HG02080/raw_data/nanopore/guppy_6/04_19_22_R941_HG02080_2_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.33124,81492,52.08,15.78,6.16,1.16,0.16,0.03,0.01,0.0,2,,SRP320775,PRJNA731524,UCSC_HPRC_PLUS_nanopore,R941
04_19_22_R941_HG02080_2_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02080,SAMN13957942,04_19_22_R941_HG02080_2_2,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,"University of California, Santa Cruz",iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC_PLUS/HG02080/raw_data/nanopore/guppy_6/04_19_22_R941_HG02080_2_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.326036,73238,51.19,15.51,5.21,0.84,0.11,0.02,0.0,0.0,0,,SRP320775,PRJNA731524,UCSC_HPRC_PLUS_nanopore,R941
04_19_22_R941_HG02080_2_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02080,SAMN13957942,04_19_22_R941_HG02080_2_3,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,"University of California, Santa Cruz",iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC_PLUS/HG02080/raw_data/nanopore/guppy_6/04_19_22_R941_HG02080_2_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.287195,81378,52.61,15.94,6.2,1.14,0.16,0.03,0.01,0.0,0,,SRP320775,PRJNA731524,UCSC_HPRC_PLUS_nanopore,R941
04_19_22_R941_HG02145_1_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,bam,HG02145,SAMN13961514,04_19_22_R941_HG02145_1_1,WGS,GENOMIC,RANDOM,single,OXFORD_NANOPORE,PromethION,UL sequencing using ONT-Circulomics method,unaligned reads with 5mC mods,no shear,no SS,SQK-ULK001,guppy,6.5.7,dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg,"University of California, Santa Cruz",iviolich@ucsc.edu,s3://human-pangenomics/working/HPRC_PLUS/HG02145/raw_data/nanopore/guppy_6/04_19_22_R941_HG02145_1_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam,0.328244,96701,65.55,19.86,9.6,2.8,0.6,0.1,0.01,0.0,0,,SRP320775,PRJNA731524,UCSC_HPRC_PLUS_nanopore,R941
