sample_id,filetype,filename,path,data_type,production,coverage,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,ccs_algorithm,basecaller,basecaller_version,study,accession,bioproject_accession,biosample_accession,design_description,notes,generator_contact,generator_facility,library_id,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,total_reads,total_bp,total_gbp,mean,min,max,n25,n50,n75,quartile_25,quartile_50,quartile_75,ntsm_score,mm_tag,primrose_filename,mm_review,mm_remove,lima_version,lima_float_version
HG03453,bam,m64043_200508_172634.ccs.bam,s3://human-pangenomics/working/HPRC/HG03453/raw_data/PacBio_HiFi/m64043_200508_172634.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,13.1,15.13,HG03453.m64043_200508_172634.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03453/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03453.m64043_200508_172634.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684386,PRJNA701308,SAMN17861668,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03453_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,2021670,40647101711,40.65,20105,46,49546,18055,19851,22597,17748,19359,21770,,FALSE,,FALSE,FALSE,,
HG03470,bam,m64330e_220803_140136.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03470/raw_data/PacBio_HiFi/primrose/m64330e_220803_140136.5mc.hifi_reads.bam,unaligned reads,RU_Y3,13.9,15.96,HG03470.m64330e_220803_140136.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03470/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03470.m64330e_220803_140136.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR30151959,PRJNA701308,SAMN37797110,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG03470_PB1_m64330e_220803_140136_m64330e_220803_140136,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,1697249,43068072066,43.07,25375,101,51631,21306,26421,32901,19567,23991,29824,,TRUE,,FALSE,FALSE,,
HG03470,bam,m54306Ue_220819_070258.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03470/raw_data/PacBio_HiFi/primrose/m54306Ue_220819_070258.5mc.hifi_reads.bam,unaligned reads,RU_Y3,14.6,16.9,HG03470.m54306Ue_220819_070258.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03470/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03470.m54306Ue_220819_070258.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR30151960,PRJNA701308,SAMN37797110,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG03470_PB1_m54306Ue_220819_070258_m54306Ue_220819_070258,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,1760828,45154689797,45.15,25644,104,51534,21598,26821,33247,19763,24349,30243,,TRUE,,FALSE,FALSE,,
HG03470,bam,m54306Ue_220817_100412.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG03470/raw_data/PacBio_HiFi/primrose/m54306Ue_220817_100412.5mc.hifi_reads.bam,unaligned reads,RU_Y3,12.3,15.72,HG03470.m54306Ue_220817_100412.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03470/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03470.m54306Ue_220817_100412.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR30152005,PRJNA701308,SAMN37797110,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG03470_PB1_m54306Ue_220817_100412_m54306Ue_220817_100412,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,1484828,38139494892,38.14,25686,96,51522,21674,26831,33148,19883,24417,30230,,TRUE,,FALSE,FALSE,,
HG03470,bam,m84091_230705_184508_s4.hifi_reads.bc1009.bam,s3://human-pangenomics/working/HPRC/HG03470/raw_data/PacBio_HiFi/m84091_230705_184508_s4.hifi_reads.bc1009.bam,unaligned reads,RU_Y3_topoff_redo,11,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30336726,PRJNA701308,SAMN37797110,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG03470_PB1_m84091_230705_184508_s4.hifi_reads.bc1009.bam,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1363854,34109597312,34.11,25009,217,68532,21189,26154,32139,19455,23857,29458,0.544276,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03470,bam,m84091_230705_174256_s2.hifi_reads.bc1009.bam,s3://human-pangenomics/working/HPRC/HG03470/raw_data/PacBio_HiFi/m84091_230705_174256_s2.hifi_reads.bc1009.bam,unaligned reads,RU_Y3_topoff_redo,11.1,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30336727,PRJNA701308,SAMN37797110,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG03470_PB1_m84091_230705_174256_s2.hifi_reads.bc1009.bam,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1399961,34295733741,34.3,24497,110,70709,20781,25534,31304,19169,23378,28738,0.58591,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03471,bam,m64043_200611_073649.ccs.bam,s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/m64043_200611_073649.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,12,14.61,HG03471.m64043_200611_073649.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03471/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03471.m64043_200611_073649.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684385,PRJNA701308,SAMN17861669,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03471_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,1933742,37350112108,37.35,19314,46,49235,17226,19219,22152,16846,18626,21244,,FALSE,,FALSE,FALSE,,
HG03471,bam,m64043_200610_011156.ccs.bam,s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/m64043_200610_011156.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,12.9,15.29,HG03471.m64043_200610_011156.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03471/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03471.m64043_200610_011156.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684385,PRJNA701308,SAMN17861669,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03471_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,2058511,39846677634,39.85,19357,46,49263,17258,19270,22213,16876,18668,21304,,FALSE,,FALSE,FALSE,,
HG03471,bam,m64043_200608_185843.ccs.bam,s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/m64043_200608_185843.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,12.7,15.18,HG03471.m64043_200608_185843.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03471/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03471.m64043_200608_185843.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684385,PRJNA701308,SAMN17861669,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03471_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,2045451,39510858680,39.51,19316,45,49844,17230,19223,22153,16854,18631,21249,,FALSE,,FALSE,FALSE,,
HG03471,bam,m64043_200606_175618.ccs.bam,s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/m64043_200606_175618.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,13.1,15.69,HG03471.m64043_200606_175618.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03471/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03471.m64043_200606_175618.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684385,PRJNA701308,SAMN17861669,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03471_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,2102995,40465702550,40.47,19241,45,50100,17163,19140,22070,16785,18546,21161,,FALSE,,FALSE,FALSE,,
HG03516,bam,m54329U_200615_084313.ccs.bam,s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/m54329U_200615_084313.ccs.bam,unaligned reads,UW_HPRC_HiFi_Y1,7.7,10.1,HG03516.m54329U_200615_084313.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03516/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03516.m54329U_200615_084313.dc.q20.fastq.gz,4.0.0,ccs,4.0.0,SRP305758,SRR13684285,PRJNA701308,SAMN17861241,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG03516_HiFiEx_mix,WGS,GENOMIC,size fractionation,single,g-TUBE,SageELF,PACBIO_SMRT,Sequel II,C2,P2,1288191,23954636179,23.95,18595,48,50179,16845,18537,20735,16514,18100,20110,,FALSE,,FALSE,FALSE,,
HG03516,bam,m54329U_200614_021746.ccs.bam,s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/m54329U_200614_021746.ccs.bam,unaligned reads,UW_HPRC_HiFi_Y1,6.7,8.45,HG03516.m54329U_200614_021746.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03516/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03516.m54329U_200614_021746.dc.q20.fastq.gz,4.0.0,ccs,4.0.0,SRP305758,SRR13684285,PRJNA701308,SAMN17861241,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG03516_HiFiEx_mix,WGS,GENOMIC,size fractionation,single,g-TUBE,SageELF,PACBIO_SMRT,Sequel II,C2,P2,1080637,20658278395,20.66,19116,49,50513,17213,19030,21427,16849,18544,20706,,FALSE,,FALSE,FALSE,,
HG03516,bam,m54329U_200612_200443.ccs.bam,s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/m54329U_200612_200443.ccs.bam,unaligned reads,UW_HPRC_HiFi_Y1,10.5,12.82,HG03516.m54329U_200612_200443.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03516/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03516.m54329U_200612_200443.dc.q20.fastq.gz,4.0.0,ccs,4.0.0,SRP305758,SRR13684285,PRJNA701308,SAMN17861241,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG03516_HiFiEx_mix,WGS,GENOMIC,size fractionation,single,g-TUBE,SageELF,PACBIO_SMRT,Sequel II,C2,P2,1737663,32626020099,32.63,18775,49,50430,16949,18686,20974,16605,18226,20301,,FALSE,,FALSE,FALSE,,
HG03516,bam,m54329U_200610_234222.ccs.bam,s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/m54329U_200610_234222.ccs.bam,unaligned reads,UW_HPRC_HiFi_Y1,10.6,13.07,HG03516.m54329U_200610_234222.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03516/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03516.m54329U_200610_234222.dc.q20.fastq.gz,4.0.0,ccs,4.0.0,SRP305758,SRR13684285,PRJNA701308,SAMN17861241,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG03516_HiFiEx_mix,WGS,GENOMIC,size fractionation,single,g-TUBE,SageELF,PACBIO_SMRT,Sequel II,C2,P2,1776238,33007183462,33.01,18582,47,50324,16807,18511,20742,16469,18063,20094,,FALSE,,FALSE,FALSE,,
HG03516,bam,m84046_231202_110908_s4.hifi_reads.bc2056.bam,s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/m84046_231202_110908_s4.hifi_reads.bc2056.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,22.5,,,,8.0.0,revio_deepconsensus,8.0.0,SRP305758,SRR29483076,PRJNA701308,SAMN17861241,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,HG03516.HFSS_m84046_231202_110908_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,3833995,69896055959,69.9,18230,72,68453,15849,18248,21503,15348,17425,20374,0.547524,TRUE,,TRUE,FALSE,2.9.0,2.09
HG03521,bam,m84046_230718_230843_s2.hifi_reads.bc2084.bam,s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230718_230843_s2.hifi_reads.bc2084.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,32.3,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483260,PRJNA701308,SAMN41021651,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG03521.HFSS2_m84046_230718_230843_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,4850185,100261536810,100.26,20671,96,63166,18419,20551,23601,18030,19928,22685,0.537551,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03521,bam,m84046_230715_064007_s2.hifi_reads.bc2084.bam,s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230715_064007_s2.hifi_reads.bc2084.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,18.1,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483257,PRJNA701308,SAMN41021651,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG03521.HFSS2_m84046_230715_064007_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2696081,56036523269,56.04,20784,61,57192,18499,20676,23771,18099,20036,22840,0.56677,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03521,bam,m84046_230715_060901_s1.hifi_reads.bc2084.bam,s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230715_060901_s1.hifi_reads.bc2084.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,16.9,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483259,PRJNA701308,SAMN41021651,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG03521.HFSS2_m84046_230715_060901_s1,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,2536343,52350380501,52.35,20640,66,58005,18408,20518,23530,18025,19908,22635,0.555924,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03540,bam,m64043_200525_121851.ccs.bam,s3://human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/m64043_200525_121851.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,12.1,14.27,HG03540.m64043_200525_121851.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03540/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03540.m64043_200525_121851.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684384,PRJNA701308,SAMN17861670,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03540_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,1788752,37451931637,37.45,20937,46,50154,18772,20701,23544,18442,20175,22698,,FALSE,,FALSE,FALSE,,
HG03540,bam,m64043_200524_055430.ccs.bam,s3://human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/m64043_200524_055430.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,12.5,14.66,HG03540.m64043_200524_055430.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03540/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03540.m64043_200524_055430.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684384,PRJNA701308,SAMN17861670,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03540_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,1857442,38599915696,38.6,20781,47,49994,18658,20527,23305,18344,20019,22480,,FALSE,,FALSE,FALSE,,
HG03540,bam,m64043_200522_232930.ccs.bam,s3://human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/m64043_200522_232930.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,12.3,14.59,HG03540.m64043_200522_232930.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03540/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03540.m64043_200522_232930.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684384,PRJNA701308,SAMN17861670,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03540_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,1839904,38058368349,38.06,20684,45,49881,18596,20429,23160,18291,19937,22355,,FALSE,,FALSE,FALSE,,
HG03540,bam,m64043_200521_171703.ccs.bam,s3://human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/m64043_200521_171703.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,12.7,15.01,HG03540.m64043_200521_171703.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03540/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03540.m64043_200521_171703.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684384,PRJNA701308,SAMN17861670,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03540_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,1897441,39298150274,39.3,20711,46,49707,18612,20457,23197,18299,19960,22387,,FALSE,,FALSE,FALSE,,
HG03579,bam,m64043_200519_115622.ccs.bam,s3://human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_HiFi/m64043_200519_115622.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,12.3,14.19,HG03579.m64043_200519_115622.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03579/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03579.m64043_200519_115622.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684383,PRJNA701308,SAMN17861671,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03579_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,1960652,38217075483,38.22,19492,47,49406,17516,19348,21959,17156,18841,21146,,FALSE,,FALSE,FALSE,,
HG03579,bam,m64043_200518_053124.ccs.bam,s3://human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_HiFi/m64043_200518_053124.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,12.6,14.68,HG03579.m64043_200518_053124.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03579/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03579.m64043_200518_053124.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684383,PRJNA701308,SAMN17861671,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03579_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,2010535,39165319090,39.17,19480,48,49746,17501,19337,21963,17136,18826,21141,,FALSE,,FALSE,FALSE,,
HG03579,bam,m64043_200516_230634.ccs.bam,s3://human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_HiFi/m64043_200516_230634.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,12.7,14.54,HG03579.m64043_200516_230634.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03579/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03579.m64043_200516_230634.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684383,PRJNA701308,SAMN17861671,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03579_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,1996694,39277340010,39.28,19671,46,49804,17647,19522,22212,17279,18999,21365,,FALSE,,FALSE,FALSE,,
HG03579,bam,m64043_200515_165406.ccs.bam,s3://human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_HiFi/m64043_200515_165406.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,10.8,12.94,HG03579.m64043_200515_165406.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG03579/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03579.m64043_200515_165406.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684383,PRJNA701308,SAMN17861671,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG03579_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,1705389,33330044108,33.33,19543,46,48582,17578,19426,22029,17216,18917,21227,,FALSE,,FALSE,FALSE,,
HG03583,bam,m84091_230817_153352_s4.hifi_reads.bc1020.bam,s3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230817_153352_s4.hifi_reads.bc1020.bam,unaligned reads,RU_Y4,4.5,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29405789,PRJNA701308,SAMN41021645,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG03583_PB1_m84091_230817_153352_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,658801,13823052723,13.82,20982,374,58773,17589,21310,26145,16579,19701,24014,0.632226,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03583,bam,m84091_230727_132817_s2.hifi_reads.bc1020.bam,s3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230727_132817_s2.hifi_reads.bc1020.bam,unaligned reads,RU_Y4,23.7,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29405788,PRJNA701308,SAMN41021645,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG03583_PB1_m84091_230727_132817_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,3275414,73592673188,73.59,22468,70,63881,18957,23160,28344,17637,21312,26030,0.558907,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03583,bam,m84091_230719_172335_s4.hifi_reads.bc1020.bam,s3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230719_172335_s4.hifi_reads.bc1020.bam,unaligned reads,RU_Y4,0,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29405787,PRJNA701308,SAMN41021645,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG03583_PB1_m84091_230719_172335_s4,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,243,617846,0,2542,129,4840,2251,2798,3414,1974,2512,3146,1,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG03583,bam,m84091_230712_170232_s2.hifi_reads.bc1020.bam,s3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230712_170232_s2.hifi_reads.bc1020.bam,unaligned reads,RU_Y4,28.9,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29405786,PRJNA701308,SAMN41021645,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG03583_PB1_m84091_230712_170232_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,3973911,89601336260,89.6,22547,53,66232,19013,23261,28516,17663,21381,26167,0.548279,TRUE,,TRUE,FALSE,2.7.1,2.0701
