DeepConsensus_version,MM_tag,N25,N50,N75,accession,bioproject_accession,biosample_accession,ccs_algorithm,coverage,data_type,design_description,filename,filetype,generator_contact,generator_facility,instrument_model,library_ID,library_layout,library_selection,library_source,library_strategy,max,mean,min,notes,ntsm_score,path,platform,polymerase_version,production,quartile_25,quartile_50,quartile_75,sample_ID,seq_plate_chemistry_version,shear_method,size_selection,study,title,total_Gbp,total_bp,total_reads,deepconsensus_file,deepconsensus_path,deepconsensus_coverage
,1.0,18538,20235,22498,SRR29396855,PRJNA701308,SAMN41021634,7.0.0,36.1,unaligned reads,sequencing of 20 kb fractionated,m84081_230616_185930_s4.hifi_reads.bc2013.bam,bam,tgraves@wustl.edu,Washington University ,Revio,HG00146_lib1_m84081_230616_185930_s4_m84081_230616_185930_s4,single,size fractionation,GENOMIC,WGS,58620.0,20349,67.0,,0.531688,s3://human-pangenomics/working/HPRC/HG00146/raw_data/PacBio_HiFi/m84081_230616_185930_s4.hifi_reads.bc2013.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,18230,19832,21906,HG00146,Revio C1,Megaruptor 1,SageELF,,,112.06,112060886510,5506717,,,
,1.0,16572,18682,20737,SRR29396866,PRJNA701308,SAMN41021635,7.0.0,26.2,unaligned reads,sequencing of 20 kb fractionated,m84081_230623_202140_s1.hifi_reads.bc2014.bam,bam,tgraves@wustl.edu,Washington University ,Revio,HG00232_lib1_m84081_230623_202140_s1_m84081_230623_202140_s1,single,size fractionation,GENOMIC,WGS,49595.0,18385,98.0,,0.550558,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_202140_s1.hifi_reads.bc2014.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,16076,18183,20208,HG00232,Revio C1,Megaruptor 1,SageELF,,,81.31,81313868165,4422744,,,
,1.0,16716,18822,20895,SRR29396847,PRJNA701308,SAMN41021635,7.0.0,26.7,unaligned reads,sequencing of 20 kb fractionated,m84081_230623_205201_s2.hifi_reads.bc2014.bam,bam,tgraves@wustl.edu,Washington University ,Revio,HG00232_lib1_m84081_230623_205201_s2_m84081_230623_205201_s2,single,size fractionation,GENOMIC,WGS,53546.0,18530,110.0,,0.516307,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230623_205201_s2.hifi_reads.bc2014.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,16210,18325,20354,HG00232,Revio C1,Megaruptor 1,SageELF,,,82.64,82640938538,4459695,,,
,1.0,18323,19799,21713,SRR29396836,PRJNA701308,SAMN41021635,7.0.0,2.0,unaligned reads,sequencing of 20 kb fractionated,m84081_230714_201817_s1.hifi_reads.bc2014.bam,bam,tgraves@wustl.edu,Washington University ,Revio,HG00232_lib1_m84081_230714_201817_s1_m84081_230714_201817_s1,single,size fractionation,GENOMIC,WGS,70267.0,19860,431.0,,0.691276,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230714_201817_s1.hifi_reads.bc2014.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,18065,19484,21267,HG00232,Revio C1,Megaruptor 1,SageELF,,,6.3,6302465374,317329,,,
,1.0,18313,19795,21716,SRR29396924,PRJNA701308,SAMN41021635,7.0.0,2.3,unaligned reads,sequencing of 20 kb fractionated,m84081_230714_205519_s2.hifi_reads.bc2014.bam,bam,tgraves@wustl.edu,Washington University ,Revio,HG00232_lib1_m84081_230714_205519_s2_m84081_230714_205519_s2,single,size fractionation,GENOMIC,WGS,52961.0,19856,405.0,,0.695173,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230714_205519_s2.hifi_reads.bc2014.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,18063,19476,21260,HG00232,Revio C1,Megaruptor 1,SageELF,,,7.01,7010861592,353075,,,
,1.0,18300,19779,21693,SRR29396923,PRJNA701308,SAMN41021635,7.0.0,2.5,unaligned reads,sequencing of 20 kb fractionated,m84081_230714_212624_s3.hifi_reads.bc2014.bam,bam,tgraves@wustl.edu,Washington University ,Revio,HG00232_lib1_m84081_230714_212624_s3_m84081_230714_212624_s3,single,size fractionation,GENOMIC,WGS,52520.0,19843,503.0,,0.691868,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230714_212624_s3.hifi_reads.bc2014.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,18046,19460,21241,HG00232,Revio C1,Megaruptor 1,SageELF,,,7.64,7637421327,384888,,,
,1.0,18366,19870,21834,SRR29396922,PRJNA701308,SAMN41021635,7.0.0,2.6,unaligned reads,sequencing of 20 kb fractionated,m84081_230714_215730_s4.hifi_reads.bc2014.bam,bam,tgraves@wustl.edu,Washington University ,Revio,HG00232_lib1_m84081_230714_215730_s4_m84081_230714_215730_s4,single,size fractionation,GENOMIC,WGS,51376.0,19943,169.0,,0.691208,s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_HiFi/m84081_230714_215730_s4.hifi_reads.bc2014.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,18108,19543,21367,HG00232,Revio C1,Megaruptor 1,SageELF,,,7.96,7956857338,398971,,,
,1.0,17642,19342,21981,SRR29396921,PRJNA701308,SAMN41021632,7.0.0,28.8,unaligned reads,sequencing of 20 kb fractionated,m84081_230610_202430_s3.hifi_reads.bc2011.bam,bam,tgraves@wustl.edu,Washington University ,Revio,HG00320_lib1_m84081_230610_202430_s3_m84081_230610_202430_s3,single,size fractionation,GENOMIC,WGS,60709.0,19726,81.0,,0.546375,s3://human-pangenomics/working/HPRC/HG00320/raw_data/PacBio_HiFi/m84081_230610_202430_s3.hifi_reads.bc2011.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,17326,18861,21063,HG00320,Revio C1,Megaruptor 1,SageELF,,,89.16,89163244941,4519882,,,
,1.0,17646,19363,22068,SRR29396920,PRJNA701308,SAMN41021632,7.0.0,39.5,unaligned reads,sequencing of 20 kb fractionated,m84081_230610_205536_s4.hifi_reads.bc2011.bam,bam,tgraves@wustl.edu,Washington University ,Revio,HG00320_lib1_m84081_230610_205536_s4_m84081_230610_205536_s4,single,size fractionation,GENOMIC,WGS,69079.0,19771,117.0,,0.497445,s3://human-pangenomics/working/HPRC/HG00320/raw_data/PacBio_HiFi/m84081_230610_205536_s4.hifi_reads.bc2011.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,17324,18869,21103,HG00320,Revio C1,Megaruptor 1,SageELF,,,122.35,122345830061,6188084,,,
,1.0,17219,19652,22061,SRR29396919,PRJNA701308,SAMN41021636,7.0.0,28.3,unaligned reads,sequencing of 20 kb fractionated,m84081_230623_212309_s3.hifi_reads.bc2015.bam,bam,tgraves@wustl.edu,Washington University ,Revio,HG00321_lib1_m84081_230623_212309_s3_m84081_230623_212309_s3,single,size fractionation,GENOMIC,WGS,54945.0,19328,121.0,,0.506272,s3://human-pangenomics/working/HPRC/HG00321/raw_data/PacBio_HiFi/m84081_230623_212309_s3.hifi_reads.bc2015.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,16644,19027,21383,HG00321,Revio C1,Megaruptor 1,SageELF,,,87.77,87765176697,4540789,,,
,1.0,17309,19749,22192,SRR29396918,PRJNA701308,SAMN41021636,7.0.0,28.1,unaligned reads,sequencing of 20 kb fractionated,m84081_230623_215414_s4.hifi_reads.bc2015.bam,bam,tgraves@wustl.edu,Washington University ,Revio,HG00321_lib1_m84081_230623_215414_s4_m84081_230623_215414_s4,single,size fractionation,GENOMIC,WGS,58041.0,19429,100.0,,0.550238,s3://human-pangenomics/working/HPRC/HG00321/raw_data/PacBio_HiFi/m84081_230623_215414_s4.hifi_reads.bc2015.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,16717,19122,21494,HG00321,Revio C1,Megaruptor 1,SageELF,,,87.05,87052360386,4480452,,,
,1.0,19023,20701,22882,SRR29396917,PRJNA701308,SAMN41021636,7.0.0,2.2,unaligned reads,sequencing of 20 kb fractionated,m84081_230630_190803_s1.hifi_reads.bc2015.bam,bam,tgraves@wustl.edu,Washington University ,Revio,HG00321_lib1_m84081_230630_190803_s1_m84081_230630_190803_s1,single,size fractionation,GENOMIC,WGS,49486.0,20762,182.0,,0.711744,s3://human-pangenomics/working/HPRC/HG00321/raw_data/PacBio_HiFi/m84081_230630_190803_s1.hifi_reads.bc2015.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,18719,20324,22343,HG00321,Revio C1,Megaruptor 1,SageELF,,,6.7,6703217313,322856,,,
,1.0,19059,20746,22950,SRR29396916,PRJNA701308,SAMN41021636,7.0.0,2.6,unaligned reads,sequencing of 20 kb fractionated,m84081_230630_193909_s2.hifi_reads.bc2015.bam,bam,tgraves@wustl.edu,Washington University ,Revio,HG00321_lib1_m84081_230630_193909_s2_m84081_230630_193909_s2,single,size fractionation,GENOMIC,WGS,49979.0,20812,389.0,,0.695914,s3://human-pangenomics/working/HPRC/HG00321/raw_data/PacBio_HiFi/m84081_230630_193909_s2.hifi_reads.bc2015.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,18755,20362,22397,HG00321,Revio C1,Megaruptor 1,SageELF,,,7.95,7946873289,381838,,,
,1.0,16076,18208,20275,SRR29396901,PRJNA701308,SAMN41021633,7.0.0,36.5,unaligned reads,sequencing of 20 kb fractionated,m84081_230616_172650_s1.hifi_reads.bc2012.bam,bam,tgraves@wustl.edu,Washington University ,Revio,HG01786_lib1_m84081_230616_172650_s1_m84081_230616_172650_s1,single,size fractionation,GENOMIC,WGS,50578.0,17901,196.0,,0.511185,s3://human-pangenomics/working/HPRC/HG01786/raw_data/PacBio_HiFi/m84081_230616_172650_s1.hifi_reads.bc2012.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,15623,17685,19754,HG01786,Revio C1,Megaruptor 1,SageELF,,,113.0,112999869409,6312457,,,
,1.0,16115,18250,20321,SRR29396900,PRJNA701308,SAMN41021633,7.0.0,37.1,unaligned reads,sequencing of 20 kb fractionated,m84081_230616_175717_s2.hifi_reads.bc2012.bam,bam,tgraves@wustl.edu,Washington University ,Revio,HG01786_lib1_m84081_230616_175717_s2_m84081_230616_175717_s2,single,size fractionation,GENOMIC,WGS,59847.0,17946,67.0,,0.536563,s3://human-pangenomics/working/HPRC/HG01786/raw_data/PacBio_HiFi/m84081_230616_175717_s2.hifi_reads.bc2012.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,15658,17729,19799,HG01786,Revio C1,Megaruptor 1,SageELF,,,114.9,114898048594,6402094,,,
,1.0,18183,19680,21584,SRR29396886,PRJNA701308,SAMN41021647,7.0.0,32.7,unaligned reads,sequencing of 20 kb fractionated,m84081_230624_213331_s3.hifi_reads.bc2017.bam,bam,tgraves@wustl.edu,Washington University ,Revio,HG03784_lib1_m84081_230624_213331_s3_m84081_230624_213331_s3,single,size fractionation,GENOMIC,WGS,52498.0,19740,112.0,,0.52709,s3://human-pangenomics/working/HPRC/HG03784/raw_data/PacBio_HiFi/m84081_230624_213331_s3.hifi_reads.bc2017.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,17942,19367,21164,HG03784,Revio C1,Megaruptor 1,SageELF,,,101.37,101373501273,5135431,,,
,1.0,18197,19700,21609,SRR29396885,PRJNA701308,SAMN41021647,7.0.0,29.8,unaligned reads,sequencing of 20 kb fractionated,m84081_230624_220437_s4.hifi_reads.bc2017.bam,bam,tgraves@wustl.edu,Washington University ,Revio,HG03784_lib1_m84081_230624_220437_s4_m84081_230624_220437_s4,single,size fractionation,GENOMIC,WGS,52968.0,19759,109.0,,0.521147,s3://human-pangenomics/working/HPRC/HG03784/raw_data/PacBio_HiFi/m84081_230624_220437_s4.hifi_reads.bc2017.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,17955,19386,21188,HG03784,Revio C1,Megaruptor 1,SageELF,,,92.33,92325346149,4672355,,,
,1.0,16374,17931,20599,SRR29396875,PRJNA701308,SAMN41021669,7.0.0,25.9,unaligned reads,sequencing of 20 kb fractionated,m84081_230714_201817_s1.hifi_reads.bc2020.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA18565_lib1_m84081_230714_201817_s1_m84081_230714_201817_s1,single,size fractionation,GENOMIC,WGS,61109.0,18377,69.0,,0.550855,s3://human-pangenomics/working/HPRC/NA18565/raw_data/PacBio_HiFi/m84081_230714_201817_s1.hifi_reads.bc2020.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,16103,17487,19619,NA18565,Revio C1,Megaruptor 1,SageELF,,,80.17,80173317654,4362524,,,
,1.0,16369,17921,20603,SRR29396850,PRJNA701308,SAMN41021669,7.0.0,28.8,unaligned reads,sequencing of 20 kb fractionated,m84081_230714_205519_s2.hifi_reads.bc2020.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA18565_lib1_m84081_230714_205519_s2_m84081_230714_205519_s2,single,size fractionation,GENOMIC,WGS,62662.0,18381,127.0,,0.533552,s3://human-pangenomics/working/HPRC/NA18565/raw_data/PacBio_HiFi/m84081_230714_205519_s2.hifi_reads.bc2020.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,16099,17478,19611,NA18565,Revio C1,Megaruptor 1,SageELF,,,89.43,89433355582,4865353,,,
,1.0,15896,16985,18239,SRR29396851,PRJNA701308,SAMN41021669,7.0.0,8.2,unaligned reads,sequencing of 20 kb fractionated,m84081_230728_191731_s1.hifi_reads.bc2020.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA18565_lib1_m84081_230728_191731_s1_m84081_230728_191731_s1,single,size fractionation,GENOMIC,WGS,40638.0,16954,115.0,,0.594504,s3://human-pangenomics/working/HPRC/NA18565/raw_data/PacBio_HiFi/m84081_230728_191731_s1.hifi_reads.bc2020.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,15749,16808,18036,NA18565,Revio C1,Megaruptor 1,SageELF,,,25.52,25516860218,1505035,,,
,1.0,16700,19282,21832,SRR29396852,PRJNA701308,SAMN41021619,7.0.0,12.4,unaligned reads,sequencing of 20 kb fractionated,m84081_230601_202307_s1.hifi_reads.bc2007.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA18608_lib1_m84081_230601_202307_s1_m84081_230601_202307_s1,single,size fractionation,GENOMIC,WGS,55691.0,18947,84.0,,0.551823,s3://human-pangenomics/working/HPRC/NA18608/raw_data/PacBio_HiFi/m84081_230601_202307_s1.hifi_reads.bc2007.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,16136,18571,21088,NA18608,Revio C1,Megaruptor 1,SageELF,,,38.3,38302395427,2021458,,,
,1.0,17367,19920,22570,SRR29396853,PRJNA701308,SAMN41021619,7.0.0,40.7,unaligned reads,sequencing of 20 kb fractionated,m84081_230601_210338_s2.hifi_reads.bc2007.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA18608_lib1_m84081_230601_210338_s2_m84081_230601_210338_s2,single,size fractionation,GENOMIC,WGS,59027.0,19576,102.0,,0.510594,s3://human-pangenomics/working/HPRC/NA18608/raw_data/PacBio_HiFi/m84081_230601_210338_s2.hifi_reads.bc2007.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,16693,19229,21770,NA18608,Revio C1,Megaruptor 1,SageELF,,,126.14,126144469880,6443731,,,
,1.0,14946,15796,16779,SRR29396854,PRJNA701308,SAMN41021619,7.0.0,4.4,unaligned reads,sequencing of 20 kb fractionated,m84081_230623_202140_s1.hifi_reads.bc2007.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA18608_lib1_m84081_230623_202140_s1_m84081_230623_202140_s1,single,size fractionation,GENOMIC,WGS,37936.0,15785,222.0,,0.623044,s3://human-pangenomics/working/HPRC/NA18608/raw_data/PacBio_HiFi/m84081_230623_202140_s1.hifi_reads.bc2007.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,14852,15680,16650,NA18608,Revio C1,Megaruptor 1,SageELF,,,13.51,13512296010,856010,,,
,1.0,14970,15823,16816,SRR29396856,PRJNA701308,SAMN41021619,7.0.0,4.2,unaligned reads,sequencing of 20 kb fractionated,m84081_230623_205201_s2.hifi_reads.bc2007.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA18608_lib1_m84081_230623_205201_s2_m84081_230623_205201_s2,single,size fractionation,GENOMIC,WGS,35337.0,15815,106.0,,0.640072,s3://human-pangenomics/working/HPRC/NA18608/raw_data/PacBio_HiFi/m84081_230623_205201_s2.hifi_reads.bc2007.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,14877,15705,16685,NA18608,Revio C1,Megaruptor 1,SageELF,,,13.0,13001339007,822059,,,
,1.0,16437,18517,21881,SRR29396857,PRJNA701308,SAMN41021621,7.0.0,37.0,unaligned reads,sequencing of 20 kb fractionated,m84081_230609_201402_s3.hifi_reads.bc2009.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA18952_lib1_m84081_230609_201402_s3_m84081_230609_201402_s3,single,size fractionation,GENOMIC,WGS,60825.0,18761,111.0,,0.49844,s3://human-pangenomics/working/HPRC/NA18952/raw_data/PacBio_HiFi/m84081_230609_201402_s3.hifi_reads.bc2009.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,16068,17806,20751,NA18952,Revio C1,Megaruptor 1,SageELF,,,114.63,114630102801,6109785,,,
,1.0,16463,18574,21974,SRR29396858,PRJNA701308,SAMN41021621,7.0.0,39.3,unaligned reads,sequencing of 20 kb fractionated,m84081_230609_204508_s4.hifi_reads.bc2009.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA18952_lib1_m84081_230609_204508_s4_m84081_230609_204508_s4,single,size fractionation,GENOMIC,WGS,59176.0,18813,88.0,,0.494327,s3://human-pangenomics/working/HPRC/NA18952/raw_data/PacBio_HiFi/m84081_230609_204508_s4.hifi_reads.bc2009.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,16090,17847,20830,NA18952,Revio C1,Megaruptor 1,SageELF,,,121.87,121866756120,6477676,,,
,1.0,18405,20084,22257,SRR29396859,PRJNA701308,SAMN41021620,7.0.0,39.6,unaligned reads,sequencing of 20 kb fractionated,m84081_230601_213444_s3.hifi_reads.bc2008.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA18974_lib1_m84081_230601_213444_s3_m84081_230601_213444_s3,single,size fractionation,GENOMIC,WGS,57105.0,20164,108.0,,0.54171,s3://human-pangenomics/working/HPRC/NA18974/raw_data/PacBio_HiFi/m84081_230601_213444_s3.hifi_reads.bc2008.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,18100,19697,21703,NA18974,Revio C1,Megaruptor 1,SageELF,,,122.72,122716117340,6085854,,,
,1.0,18446,20144,22355,SRR29396860,PRJNA701308,SAMN41021620,7.0.0,42.0,unaligned reads,sequencing of 20 kb fractionated,m84081_230601_220550_s4.hifi_reads.bc2008.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA18974_lib1_m84081_230601_220550_s4_m84081_230601_220550_s4,single,size fractionation,GENOMIC,WGS,59690.0,20232,110.0,,0.476021,s3://human-pangenomics/working/HPRC/NA18974/raw_data/PacBio_HiFi/m84081_230601_220550_s4.hifi_reads.bc2008.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,18138,19749,21784,NA18974,Revio C1,Megaruptor 1,SageELF,,,130.05,130053489701,6428043,,,
,1.0,18353,19960,21963,SRR29396861,PRJNA701308,SAMN41021622,7.0.0,36.0,unaligned reads,sequencing of 20 kb fractionated,m84081_230610_192218_s1.hifi_reads.bc2010.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA18976_lib1_m84081_230610_192218_s1_m84081_230610_192218_s1,single,size fractionation,GENOMIC,WGS,56767.0,19991,211.0,,0.509798,s3://human-pangenomics/working/HPRC/NA18976/raw_data/PacBio_HiFi/m84081_230610_192218_s1.hifi_reads.bc2010.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,18064,19603,21493,NA18976,Revio C1,Megaruptor 1,SageELF,,,111.51,111506398484,5577778,,,
,1.0,18294,19884,21860,SRR29396862,PRJNA701308,SAMN41021622,7.0.0,37.4,unaligned reads,sequencing of 20 kb fractionated,m84081_230610_195324_s2.hifi_reads.bc2010.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA18976_lib1_m84081_230610_195324_s2_m84081_230610_195324_s2,single,size fractionation,GENOMIC,WGS,57421.0,19905,124.0,,0.51225,s3://human-pangenomics/working/HPRC/NA18976/raw_data/PacBio_HiFi/m84081_230610_195324_s2.hifi_reads.bc2010.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,18008,19535,21403,NA18976,Revio C1,Megaruptor 1,SageELF,,,116.01,116006257856,5827789,,,
,1.0,16483,18789,20901,SRR29396872,PRJNA701308,SAMN41021607,7.0.0,31.1,unaligned reads,sequencing of 20 kb fractionated,m84081_230523_180945_s1.hifi_reads.bc2005.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA19909_lib1_m84081_230523_180945_s1_m84081_230523_180945_s1,single,size fractionation,GENOMIC,WGS,57607.0,18430,106.0,,0.545019,s3://human-pangenomics/working/HPRC/NA19909/raw_data/PacBio_HiFi/m84081_230523_180945_s1.hifi_reads.bc2005.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,15942,18242,20340,NA19909,Revio C1,Megaruptor 1,SageELF,,,96.3,96297665360,5224855,,,
,1.0,16837,19008,21069,SRR29396873,PRJNA701308,SAMN41021607,7.0.0,32.9,unaligned reads,sequencing of 20 kb fractionated,m84081_230525_172954_s3.hifi_reads.bc2005.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA19909_lib1_m84081_230525_172954_s3_m84081_230525_172954_s3,single,size fractionation,GENOMIC,WGS,61002.0,18665,147.0,,0.529052,s3://human-pangenomics/working/HPRC/NA19909/raw_data/PacBio_HiFi/m84081_230525_172954_s3.hifi_reads.bc2005.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,16265,18511,20525,NA19909,Revio C1,Megaruptor 1,SageELF,,,101.88,101875080979,5457862,,,
,1.0,9208,16322,22107,SRR29396874,PRJNA701308,SAMN41021607,7.0.0,24.2,unaligned reads,sequencing of 20 kb fractionated,m84081_230609_194256_s2.hifi_reads.bc2001.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA19909_lib1_m84081_230609_194256_s2_m84081_230609_194256_s2,single,size fractionation,GENOMIC,WGS,68370.0,10935,103.0,,0.54357,s3://human-pangenomics/working/HPRC/NA19909/raw_data/PacBio_HiFi/m84081_230609_194256_s2.hifi_reads.bc2001.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,4569,8259,16194,NA19909,Revio C1,Megaruptor 1,SageELF,,,75.08,75084927598,6866185,,,
,1.0,18349,20277,22620,SRR29396849,PRJNA701308,SAMN41021607,7.0.0,31.4,unaligned reads,sequencing of 20 kb fractionated,m84081_230728_194836_s2.hifi_reads.bc2029.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA19909_lib1_m84081_230728_194836_s2_m84081_230728_194836_s2,single,size fractionation,GENOMIC,WGS,59827.0,20203,81.0,,0.517575,s3://human-pangenomics/working/HPRC/NA19909/raw_data/PacBio_HiFi/m84081_230728_194836_s2.hifi_reads.bc2029.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,17957,19803,22006,NA19909,Revio C1,Megaruptor 1,SageELF,,,97.32,97319859213,4817014,,,
,1.0,18269,20173,22480,SRR29396848,PRJNA701308,SAMN41021607,7.0.0,32.1,unaligned reads,sequencing of 20 kb fractionated,m84081_230728_201942_s3.hifi_reads.bc2029.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA19909_lib1_m84081_230728_201942_s3_m84081_230728_201942_s3,single,size fractionation,GENOMIC,WGS,69516.0,20097,186.0,,0.499687,s3://human-pangenomics/working/HPRC/NA19909/raw_data/PacBio_HiFi/m84081_230728_201942_s3.hifi_reads.bc2029.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,17882,19709,21881,NA19909,Revio C1,Megaruptor 1,SageELF,,,99.46,99459938408,4948799,,,
,1.0,16382,18616,21670,SRR29396846,PRJNA701308,SAMN41021607,7.0.0,38.1,unaligned reads,sequencing of 20 kb fractionated,m84081_231207_200206_s1.hifi_reads.bc2008.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA19909_lib1_m84081_231207_200206_s1_m84081_231207_200206_s1,single,size fractionation,GENOMIC,WGS,64325.0,18557,194.0,,0.485243,s3://human-pangenomics/working/HPRC/NA19909/raw_data/PacBio_HiFi/m84081_231207_200206_s1.hifi_reads.bc2008.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,15890,17884,20653,NA19909,Revio C1,Megaruptor 1,SageELF,,,117.98,117981479384,6357730,,,
,1.0,18437,20033,22430,SRR29396845,PRJNA701308,SAMN41021608,7.0.0,35.8,unaligned reads,sequencing of 20 kb fractionated,m84081_230516_191559_s1.hifi_reads.bc2004.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA20282_lib1_m84081_230516_191559_s1_m84081_230516_191559_s1,single,size fractionation,GENOMIC,WGS,59671.0,20325,80.0,,0.549378,s3://human-pangenomics/working/HPRC/NA20282/raw_data/PacBio_HiFi/m84081_230516_191559_s1.hifi_reads.bc2004.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,18184,19636,21758,NA20282,Revio C1,Megaruptor 1,SageELF,,,110.93,110933334360,5457889,,,
,1.0,18405,19965,22284,SRR29396844,PRJNA701308,SAMN41021608,7.0.0,34.0,unaligned reads,sequencing of 20 kb fractionated,m84081_230519_180923_s3.hifi_reads.bc2004.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA20282_lib1_m84081_230519_180923_s3_m84081_230519_180923_s3,single,size fractionation,GENOMIC,WGS,63641.0,20251,86.0,,0.53991,s3://human-pangenomics/working/HPRC/NA20282/raw_data/PacBio_HiFi/m84081_230519_180923_s3.hifi_reads.bc2004.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,18160,19586,21648,NA20282,Revio C1,Megaruptor 1,SageELF,,,105.47,105471260068,5208064,,,
,1.0,17149,19520,21918,SRR29396843,PRJNA701308,SAMN41021609,7.0.0,28.2,unaligned reads,sequencing of 20 kb fractionated,m84081_230523_184006_s2.hifi_reads.bc2006.bam,bam,tgraves@wustl.edu,Washington University ,Revio,NA20346_lib1_m84081_230523_184006_s2_m84081_230523_184006_s2,single,size fractionation,GENOMIC,WGS,49406.0,18873,98.0,,0.513783,s3://human-pangenomics/working/HPRC/NA20346/raw_data/PacBio_HiFi/m84081_230523_184006_s2.hifi_reads.bc2006.bam,PACBIO_SMRT,Revio P1,WUSTL_HPRC_HiFi_Year4,16365,18835,21147,NA20346,Revio C1,Megaruptor 1,SageELF,,,87.48,87476288770,4634901,,,
