sample_id,filename,accession,study,bioproject_accession,biosample_accession,library_id,library_strategy,library_source,platform,instrument_model,design_description,generator_facility,generator_contact,assembly,data_type,filetype,library_layout,library_selection,shear_method,title,total_bp,coverage,ntsm_score,path,total_gbp,production,basecaller,basecaller_version
NA19391,NA19391-2_S28_L001_R2_001.fastq.gz,SRR30242490,SRP305758,PRJNA701308,SAMN37797092,NA19391-2_S28_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19391,10435705406,3.37,0.595998,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-2_S28_L001_R2_001.fastq.gz,10.44,HiC,,
NA19391,NA19391-2_S28_L002_R2_001.fastq.gz,SRR30242489,SRP305758,PRJNA701308,SAMN37797092,NA19391-2_S28_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19391,10730260451,3.46,0.583996,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-2_S28_L002_R2_001.fastq.gz,10.73,HiC,,
NA19391,NA19391-2_S28_L003_R2_001.fastq.gz,SRR30242292,SRP305758,PRJNA701308,SAMN37797092,NA19391-2_S28_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19391,10165906652,3.28,0.562347,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-2_S28_L003_R2_001.fastq.gz,10.17,HiC,,
NA19391,NA19391-2_S28_L004_R2_001.fastq.gz,SRR30242291,SRP305758,PRJNA701308,SAMN37797092,NA19391-2_S28_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19391,10445658425,3.37,0.585156,s3://human-pangenomics/working/HPRC/NA19391/raw_data/hic/NA19391-2_S28_L004_R2_001.fastq.gz,10.45,HiC,,
NA19443,NA19443-1_FC1_S13_L003_R2_001.fastq.gz,SRR30310910,SRP305758,PRJNA701308,SAMN41021640,NA19443-1_FC1_S13_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19443,22826931381,7.36,0.509644,s3://human-pangenomics/working/HPRC/NA19443/raw_data/hic/NA19443-1_FC1_S13_L003_R2_001.fastq.gz,22.83,HiC,,
NA19443,NA19443-1_FC2_S13_L003_R2_001.fastq.gz,SRR30310909,SRP305758,PRJNA701308,SAMN41021640,NA19443-1_FC2_S13_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19443,23204091329,7.49,0.522303,s3://human-pangenomics/working/HPRC/NA19443/raw_data/hic/NA19443-1_FC2_S13_L003_R2_001.fastq.gz,23.2,HiC,,
NA19443,NA19443-2_FC1_S14_L003_R2_001.fastq.gz,SRR30310908,SRP305758,PRJNA701308,SAMN41021640,NA19443-2_FC1_S14_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19443,18998543519,6.13,0.536895,s3://human-pangenomics/working/HPRC/NA19443/raw_data/hic/NA19443-2_FC1_S14_L003_R2_001.fastq.gz,19,HiC,,
NA19443,NA19443-2_FC2_S14_L003_R2_001.fastq.gz,SRR30310907,SRP305758,PRJNA701308,SAMN41021640,NA19443-2_FC2_S14_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19443,19467063450,6.28,0.546267,s3://human-pangenomics/working/HPRC/NA19443/raw_data/hic/NA19443-2_FC2_S14_L003_R2_001.fastq.gz,19.47,HiC,,
NA19443,NA19443-1_FC1_S13_L003_R1_001.fastq.gz,SRR30310910,SRP305758,PRJNA701308,SAMN41021640,NA19443-1_FC1_S13_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19443,22826931381,7.36,0.509644,s3://human-pangenomics/working/HPRC/NA19443/raw_data/hic/NA19443-1_FC1_S13_L003_R1_001.fastq.gz,22.83,HiC,,
NA19443,NA19443-1_FC2_S13_L003_R1_001.fastq.gz,SRR30310909,SRP305758,PRJNA701308,SAMN41021640,NA19443-1_FC2_S13_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19443,23204091329,7.49,0.522303,s3://human-pangenomics/working/HPRC/NA19443/raw_data/hic/NA19443-1_FC2_S13_L003_R1_001.fastq.gz,23.2,HiC,,
NA19443,NA19443-2_FC1_S14_L003_R1_001.fastq.gz,SRR30310908,SRP305758,PRJNA701308,SAMN41021640,NA19443-2_FC1_S14_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19443,18998543519,6.13,0.536895,s3://human-pangenomics/working/HPRC/NA19443/raw_data/hic/NA19443-2_FC1_S14_L003_R1_001.fastq.gz,19,HiC,,
NA19443,NA19443-2_FC2_S14_L003_R1_001.fastq.gz,SRR30310907,SRP305758,PRJNA701308,SAMN41021640,NA19443-2_FC2_S14_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19443,19467063450,6.28,0.546267,s3://human-pangenomics/working/HPRC/NA19443/raw_data/hic/NA19443-2_FC2_S14_L003_R1_001.fastq.gz,19.47,HiC,,
NA19468,NA19468-1_S21_L001_R1_001.fastq.gz,SRR30242290,SRP305758,PRJNA701308,SAMN37797093,NA19468-1_S21_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,12240955911,3.95,0.60731,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-1_S21_L001_R1_001.fastq.gz,12.24,HiC,,
NA19468,NA19468-1_S21_L002_R1_001.fastq.gz,SRR30242289,SRP305758,PRJNA701308,SAMN37797093,NA19468-1_S21_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,12523728405,4.04,0.615993,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-1_S21_L002_R1_001.fastq.gz,12.52,HiC,,
NA19468,NA19468-1_S21_L003_R1_001.fastq.gz,SRR30242288,SRP305758,PRJNA701308,SAMN37797093,NA19468-1_S21_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,11875186444,3.83,0.595639,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-1_S21_L003_R1_001.fastq.gz,11.88,HiC,,
NA19468,NA19468-1_S21_L004_R1_001.fastq.gz,SRR30242503,SRP305758,PRJNA701308,SAMN37797093,NA19468-1_S21_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,12120041298,3.91,0.635543,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-1_S21_L004_R1_001.fastq.gz,12.12,HiC,,
NA19468,NA19468-2_S29_L001_R1_001.fastq.gz,SRR30242501,SRP305758,PRJNA701308,SAMN37797093,NA19468-2_S29_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,12047225949,3.89,0.599757,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-2_S29_L001_R1_001.fastq.gz,12.05,HiC,,
NA19468,NA19468-2_S29_L002_R1_001.fastq.gz,SRR30242500,SRP305758,PRJNA701308,SAMN37797093,NA19468-2_S29_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,12353976938,3.99,0.620903,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-2_S29_L002_R1_001.fastq.gz,12.35,HiC,,
NA19468,NA19468-2_S29_L003_R1_001.fastq.gz,SRR30242499,SRP305758,PRJNA701308,SAMN37797093,NA19468-2_S29_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,11751376969,3.79,0.579837,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-2_S29_L003_R1_001.fastq.gz,11.75,HiC,,
NA19468,NA19468-2_S29_L004_R1_001.fastq.gz,SRR30242498,SRP305758,PRJNA701308,SAMN37797093,NA19468-2_S29_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,12025993794,3.88,0.617989,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-2_S29_L004_R1_001.fastq.gz,12.03,HiC,,
NA19468,NA19468-1_S21_L001_R2_001.fastq.gz,SRR30242290,SRP305758,PRJNA701308,SAMN37797093,NA19468-1_S21_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,12240254262,3.95,0.579113,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-1_S21_L001_R2_001.fastq.gz,12.24,HiC,,
NA19468,NA19468-1_S21_L002_R2_001.fastq.gz,SRR30242289,SRP305758,PRJNA701308,SAMN37797093,NA19468-1_S21_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,12522807560,4.04,0.578908,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-1_S21_L002_R2_001.fastq.gz,12.52,HiC,,
NA19468,NA19468-1_S21_L003_R2_001.fastq.gz,SRR30242288,SRP305758,PRJNA701308,SAMN37797093,NA19468-1_S21_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,11874352869,3.83,0.560997,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-1_S21_L003_R2_001.fastq.gz,11.87,HiC,,
NA19468,NA19468-1_S21_L004_R2_001.fastq.gz,SRR30242503,SRP305758,PRJNA701308,SAMN37797093,NA19468-1_S21_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,12119181785,3.91,0.594546,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-1_S21_L004_R2_001.fastq.gz,12.12,HiC,,
NA19468,NA19468-2_S29_L001_R2_001.fastq.gz,SRR30242501,SRP305758,PRJNA701308,SAMN37797093,NA19468-2_S29_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,12046627353,3.89,0.594036,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-2_S29_L001_R2_001.fastq.gz,12.05,HiC,,
NA19468,NA19468-2_S29_L002_R2_001.fastq.gz,SRR30242500,SRP305758,PRJNA701308,SAMN37797093,NA19468-2_S29_L002,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,12353146997,3.98,0.591322,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-2_S29_L002_R2_001.fastq.gz,12.35,HiC,,
NA19468,NA19468-2_S29_L003_R2_001.fastq.gz,SRR30242499,SRP305758,PRJNA701308,SAMN37797093,NA19468-2_S29_L003,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,11750624626,3.79,0.57708,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-2_S29_L003_R2_001.fastq.gz,11.75,HiC,,
NA19468,NA19468-2_S29_L004_R2_001.fastq.gz,SRR30242498,SRP305758,PRJNA701308,SAMN37797093,NA19468-2_S29_L004,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19468,12025256732,3.88,0.599243,s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-2_S29_L004_R2_001.fastq.gz,12.03,HiC,,
NA19682,NA19682-1_FC2_S55_L003_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021611,NA19682-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19682,28291515681,9.13,0.427307,s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-1_FC2_S55_L003_R2_001.fastq.gz,28.29,HIC_Y3_Y4_part2,,
NA19682,NA19682-2_FC1_S57_L003_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021611,NA19682-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19682,31042982113,10.01,0.438388,s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-2_FC1_S57_L003_R2_001.fastq.gz,31.04,HIC_Y3_Y4_part2,,
NA19682,NA19682-2_FC3_S57_L003_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021611,NA19682-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19682,31352270279,10.11,0.438524,s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-2_FC3_S57_L003_R2_001.fastq.gz,31.35,HIC_Y3_Y4_part2,,
NA19682,NA19682-2_FC2_S57_L003_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021611,NA19682-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19682,34545074679,11.14,0.443754,s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-2_FC2_S57_L003_R2_001.fastq.gz,34.55,HIC_Y3_Y4_part2,,
NA19682,NA19682-2_FC4_S57_L003_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021611,NA19682-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19682,31410757260,10.13,0.454796,s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-2_FC4_S57_L003_R1_001.fastq.gz,31.41,HIC_Y3_Y4_part2,,
NA19682,NA19682-2_FC4_S57_L003_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021611,NA19682-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19682,31410757260,10.13,0.45538,s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-2_FC4_S57_L003_R2_001.fastq.gz,31.41,HIC_Y3_Y4_part2,,
NA19682,NA19682-2_FC3_S57_L003_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021611,NA19682-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19682,31352270279,10.11,0.457407,s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-2_FC3_S57_L003_R1_001.fastq.gz,31.35,HIC_Y3_Y4_part2,,
NA19682,NA19682-2_FC1_S57_L003_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021611,NA19682-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19682,31042982113,10.01,0.467798,s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-2_FC1_S57_L003_R1_001.fastq.gz,31.04,HIC_Y3_Y4_part2,,
NA19682,NA19682-1_FC3_S55_L003_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021611,NA19682-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19682,25827792886,8.33,0.468292,s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-1_FC3_S55_L003_R2_001.fastq.gz,25.83,HIC_Y3_Y4_part2,,
NA19682,NA19682-2_FC2_S57_L003_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021611,NA19682-2,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19682,34545074679,11.14,0.479279,s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-2_FC2_S57_L003_R1_001.fastq.gz,34.55,HIC_Y3_Y4_part2,,
NA19682,NA19682-1_FC4_S55_L003_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021611,NA19682-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19682,25806658624,8.32,0.480219,s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-1_FC4_S55_L003_R2_001.fastq.gz,25.81,HIC_Y3_Y4_part2,,
NA19682,NA19682-1_FC1_S55_L003_R2_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021611,NA19682-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19682,25571699000,8.25,0.486855,s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-1_FC1_S55_L003_R2_001.fastq.gz,25.57,HIC_Y3_Y4_part2,,
NA19682,NA19682-1_FC2_S55_L003_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021611,NA19682-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19682,28291515681,9.13,0.489385,s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-1_FC2_S55_L003_R1_001.fastq.gz,28.29,HIC_Y3_Y4_part2,,
NA19682,NA19682-1_FC4_S55_L003_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021611,NA19682-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19682,25806658624,8.32,0.493348,s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-1_FC4_S55_L003_R1_001.fastq.gz,25.81,HIC_Y3_Y4_part2,,
NA19682,NA19682-1_FC1_S55_L003_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021611,NA19682-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19682,25571699000,8.25,0.501556,s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-1_FC1_S55_L003_R1_001.fastq.gz,25.57,HIC_Y3_Y4_part2,,
NA19682,NA19682-1_FC3_S55_L003_R1_001.fastq.gz,,SRP305758,PRJNA701308,SAMN41021611,NA19682-1,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19682,25827792886,8.33,0.503281,s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-1_FC3_S55_L003_R1_001.fastq.gz,25.83,HIC_Y3_Y4_part2,,
NA19700,NA19700-1_FC1_S1_L001_R2_001.fastq.gz,SRR30310882,SRP305758,PRJNA701308,SAMN41021612,NA19700-1_FC1_S1_L001,Hi-C,GENOMIC,ILLUMINA,Illumina NovaSeq 6000,Illumina Sequencing of Omni-C Libraries,University of California Santa Cruz,wseligma@ucsc.edu,unaligned,unaligned reads,fastq,paired,RANDOM,no shear,Illumina Sequencing of Omni-C Libraries of NA19700,16058502851,5.18,0.384847,s3://human-pangenomics/working/HPRC/NA19700/raw_data/hic/NA19700-1_FC1_S1_L001_R2_001.fastq.gz,16.06,HiC,,
