sample_id,read_files_downsampled,number_of_read_files_downsampled,total_coverage_downsampled,number_of_cores_per_task_downsampled,mapper_preset,kmer_size,read_files,number_of_read_files,total_coverage,coverage,number_of_cores_per_task,instrument_model,hmm_flagger_window_size,hmm_flagger_alpha_tsv
HG02615,"['s3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_HiFi/m84081_231105_031800_s4.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_HiFi/m64136_210528_171842.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_HiFi/m64136_210530_004827.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_HiFi/m64136_210531_083342.hifi_reads.bam']",4,68.3,16,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_HiFi/m64136_210528_171842.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_HiFi/m64136_210530_004827.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_HiFi/m64136_210531_083342.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_HiFi/m84081_231105_031800_s4.hifi_reads.default.bam']",4,68.3,"[10.9, 10.6, 10.5, 36.3]",16,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG02624,"['s3://human-pangenomics/working/HPRC/HG02624/raw_data/PacBio_HiFi/m84091_231113_162942_s4.hifi_reads.bc1001.bam', 's3://human-pangenomics/working/HPRC/HG02624/raw_data/PacBio_HiFi/m84091_231106_194835_s4.hifi_reads.bc1001.bam', 's3://human-pangenomics/working/HPRC/HG02624/raw_data/PacBio_HiFi/m84091_231214_211211_s3.hifi_reads.bc1001.bam', 's3://human-pangenomics/working/HPRC/HG02624/raw_data/PacBio_HiFi/m84091_240221_215958_s3.hifi_reads.bc1001.bam']",4,61.6,16,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02624/raw_data/PacBio_HiFi/m84091_231106_194835_s4.hifi_reads.bc1001.bam', 's3://human-pangenomics/working/HPRC/HG02624/raw_data/PacBio_HiFi/m84091_231113_162942_s4.hifi_reads.bc1001.bam', 's3://human-pangenomics/working/HPRC/HG02624/raw_data/PacBio_HiFi/m84091_231214_211211_s3.hifi_reads.bc1001.bam', 's3://human-pangenomics/working/HPRC/HG02624/raw_data/PacBio_HiFi/m84091_240221_215958_s3.hifi_reads.bc1001.bam']",4,61.6,"[19.5, 23.4, 15.5, 3.2]",16,"['Revio', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG02668,"['s3://human-pangenomics/working/HPRC/HG02668/raw_data/PacBio_HiFi/m84091_230804_170925_s2.hifi_reads.bc1010.bam', 's3://human-pangenomics/working/HPRC/HG02668/raw_data/PacBio_HiFi/primrose/m64055e_210810_194150.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02668/raw_data/PacBio_HiFi/primrose/m54306Ue_210802_164702.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02668/raw_data/PacBio_HiFi/primrose/m54306Ue_210801_045414.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02668/raw_data/PacBio_HiFi/primrose/m54306Ue_210804_021745.5mc.hifi_reads.bam']",5,65.0,12,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02668/raw_data/PacBio_HiFi/primrose/m54306Ue_210801_045414.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02668/raw_data/PacBio_HiFi/primrose/m54306Ue_210802_164702.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02668/raw_data/PacBio_HiFi/primrose/m54306Ue_210804_021745.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02668/raw_data/PacBio_HiFi/primrose/m64055e_210810_194150.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02668/raw_data/PacBio_HiFi/m84091_230804_170925_s2.hifi_reads.bc1010.bam']",5,65.0,"[8.6, 8.7, 6.2, 10.2, 31.3]",12,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG02683,"['s3://human-pangenomics/working/HPRC/HG02683/raw_data/PacBio_HiFi/m84046_230522_234602_s2.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02683/raw_data/PacBio_HiFi/m64076_210703_103644.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02683/raw_data/PacBio_HiFi/m54329U_210707_171722.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02683/raw_data/PacBio_HiFi/m54329U_210709_030038.hifi_reads.bam']",4,59.4,16,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02683/raw_data/PacBio_HiFi/m54329U_210707_171722.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02683/raw_data/PacBio_HiFi/m54329U_210709_030038.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02683/raw_data/PacBio_HiFi/m64076_210703_103644.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02683/raw_data/PacBio_HiFi/m84046_230522_234602_s2.hifi_reads.default.bam']",4,59.4,"[10.9, 10.5, 11.1, 26.9]",16,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG02698,"['s3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_HiFi/m84081_231105_021548_s2.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_HiFi/m64043_210519_013026.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_HiFi/m64136_210517_184202.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_HiFi/m64136_210514_184433.hifi_reads.bam']",4,68.8,16,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_HiFi/m64043_210519_013026.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_HiFi/m64136_210514_184433.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_HiFi/m64136_210517_184202.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_HiFi/m84081_231105_021548_s2.hifi_reads.default.bam']",4,68.8,"[10.7, 10.2, 10.6, 37.3]",16,"['Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG02738,"['s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m84046_230623_213746_s2.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m84046_230628_182559_s4.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m64076_210711_102225.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m64076_210714_200553.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m64076_210718_085619.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m64076_210706_214544.hifi_reads.bam']",6,58.2,10,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m64076_210706_214544.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m64076_210714_200553.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m64076_210718_085619.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m64076_210711_102225.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m84046_230623_213746_s2.hifi_reads.default.bam', 's3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m84046_230628_182559_s4.hifi_reads.default.bam']",6,58.199999999999996,"[7.2, 7.8, 7.4, 8.1, 15.8, 11.9]",10,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG02841,"['s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m54306Ue_220327_160600.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m64334e_220321_180258.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m54306Ue_220326_050928.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/m84091_230905_192642_s1.hifi_reads.bc1015.bam', 's3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/m84091_230905_195701_s2.hifi_reads.bc1015.bam', 's3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/m84091_230905_202807_s3.hifi_reads.bc1015.bam', 's3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m64334e_220412_183749.demultiplex.bc1021--bc1021.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m64330e_220407_180519.demultiplex.bc1021--bc1021.5mc.hifi_reads.bam']",8,62.36,8,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m54306Ue_220326_050928.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m54306Ue_220327_160600.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m64334e_220321_180258.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m64330e_220407_180519.demultiplex.bc1021--bc1021.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m64334e_220412_183749.demultiplex.bc1021--bc1021.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/m84091_230905_192642_s1.hifi_reads.bc1015.bam', 's3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/m84091_230905_195701_s2.hifi_reads.bc1015.bam', 's3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/m84091_230905_202807_s3.hifi_reads.bc1015.bam']",8,62.36000000000001,"[10.1, 10.3, 10.2, 2.9, 3.6, 8.52, 8.38, 8.36]",8,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG02984,"['s3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/m84091_231004_192043_s3.hifi_reads.bc1016.bam', 's3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/primrose/m64330e_220403_050826.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/primrose/m64334e_220421_053305.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/primrose/m54306Ue_220223_194148.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/primrose/m64334e_220428_054535.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/primrose/m64334e_220218_191452.bc1011--bc1011.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/primrose/m64055e_220517_182131.demultiplex.bc1009--bc1009.5mc.hifi_reads.bam']",7,58.74,9,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/primrose/m54306Ue_220223_194148.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/primrose/m64330e_220403_050826.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/primrose/m64334e_220421_053305.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/primrose/m64334e_220428_054535.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/primrose/m64055e_220517_182131.demultiplex.bc1009--bc1009.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/primrose/m64334e_220218_191452.bc1011--bc1011.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/m84091_231004_192043_s3.hifi_reads.bc1016.bam']",7,58.74000000000001,"[7.0, 8.4, 7.3, 6.4, 0.6, 5.6, 23.44]",9,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03050,"['s3://human-pangenomics/working/HPRC/HG03050/raw_data/PacBio_HiFi/primrose/m64330e_220223_194839.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03050/raw_data/PacBio_HiFi/m84091_230905_205913_s4.hifi_reads.bc1017.bam', 's3://human-pangenomics/working/HPRC/HG03050/raw_data/PacBio_HiFi/primrose/m64330e_220227_061615.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03050/raw_data/PacBio_HiFi/primrose/m64330e_220218_192631.bc1012--bc1012.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03050/raw_data/PacBio_HiFi/primrose/m64330e_220407_180519.demultiplex.bc1012--bc1012.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03050/raw_data/PacBio_HiFi/primrose/m54306Ue_220402_052301.demultiplex.bc1012--bc1012.5mc.hifi_reads.bam']",6,47.17,10,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03050/raw_data/PacBio_HiFi/primrose/m64330e_220223_194839.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03050/raw_data/PacBio_HiFi/primrose/m64330e_220227_061615.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03050/raw_data/PacBio_HiFi/primrose/m54306Ue_220402_052301.demultiplex.bc1012--bc1012.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03050/raw_data/PacBio_HiFi/primrose/m64330e_220218_192631.bc1012--bc1012.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03050/raw_data/PacBio_HiFi/primrose/m64330e_220407_180519.demultiplex.bc1012--bc1012.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03050/raw_data/PacBio_HiFi/m84091_230905_205913_s4.hifi_reads.bc1017.bam']",6,47.17,"[11.5, 10.1, 3.0, 8.6, 3.5, 10.47]",10,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03072,"['s3://human-pangenomics/working/HPRC/HG03072/raw_data/PacBio_HiFi/m84091_240311_165640_s2.hifi_reads.bc1012.bam', 's3://human-pangenomics/working/HPRC/HG03072/raw_data/PacBio_HiFi/m84091_240122_201558_s1.hifi_reads.bc1012.bam', 's3://human-pangenomics/working/HPRC/HG03072/raw_data/PacBio_HiFi/m84091_240315_193817_s2.hifi_reads.bc1012.bam']",3,66.3,21,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03072/raw_data/PacBio_HiFi/m84091_240122_201558_s1.hifi_reads.bc1012.bam', 's3://human-pangenomics/working/HPRC/HG03072/raw_data/PacBio_HiFi/m84091_240311_165640_s2.hifi_reads.bc1012.bam', 's3://human-pangenomics/working/HPRC/HG03072/raw_data/PacBio_HiFi/m84091_240315_193817_s2.hifi_reads.bc1012.bam']",3,66.3,"[23.5, 28.9, 13.9]",21,"['Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03103,"['s3://human-pangenomics/working/HPRC/HG03103/raw_data/PacBio_HiFi/m84046_230831_231439_s1.hifi_reads.bc2033.bam', 's3://human-pangenomics/working/HPRC/HG03103/raw_data/PacBio_HiFi/m84046_230831_234545_s2.hifi_reads.bc2033.bam', 's3://human-pangenomics/working/HPRC/HG03103/raw_data/PacBio_HiFi/m84046_230905_231311_s2.hifi_reads.bc2033.bam']",3,60.0,21,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03103/raw_data/PacBio_HiFi/m84046_230831_231439_s1.hifi_reads.bc2033.bam', 's3://human-pangenomics/working/HPRC/HG03103/raw_data/PacBio_HiFi/m84046_230905_231311_s2.hifi_reads.bc2033.bam', 's3://human-pangenomics/working/HPRC/HG03103/raw_data/PacBio_HiFi/m84046_230831_234545_s2.hifi_reads.bc2033.bam']",3,60.0,"[20.6, 19.2, 20.2]",21,"['Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03108,"['s3://human-pangenomics/working/HPRC/HG03108/raw_data/PacBio_HiFi/m84091_240308_215845_s3.hifi_reads.bc1008.bam', 's3://human-pangenomics/working/HPRC/HG03108/raw_data/PacBio_HiFi/m84091_231214_200959_s1.hifi_reads.bc1008.bam', 's3://human-pangenomics/working/HPRC/HG03108/raw_data/PacBio_HiFi/m84091_231113_170005_s1.hifi_reads.bc1008.bam']",3,63.6,21,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03108/raw_data/PacBio_HiFi/m84091_231113_170005_s1.hifi_reads.bc1008.bam', 's3://human-pangenomics/working/HPRC/HG03108/raw_data/PacBio_HiFi/m84091_231214_200959_s1.hifi_reads.bc1008.bam', 's3://human-pangenomics/working/HPRC/HG03108/raw_data/PacBio_HiFi/m84091_240308_215845_s3.hifi_reads.bc1008.bam']",3,63.599999999999994,"[15.9, 20.0, 27.7]",21,"['Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03136,"['s3://human-pangenomics/working/HPRC/HG03136/raw_data/PacBio_HiFi/m84046_230722_183401_s4.hifi_reads.bc2080.bam', 's3://human-pangenomics/working/HPRC/HG03136/raw_data/PacBio_HiFi/m84046_230722_180255_s3.hifi_reads.bc2080.bam', 's3://human-pangenomics/working/HPRC/HG03136/raw_data/PacBio_HiFi/m84046_230721_192545_s2.hifi_reads.bc2080.bam']",3,62.3,21,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03136/raw_data/PacBio_HiFi/m84046_230722_180255_s3.hifi_reads.bc2080.bam', 's3://human-pangenomics/working/HPRC/HG03136/raw_data/PacBio_HiFi/m84046_230722_183401_s4.hifi_reads.bc2080.bam', 's3://human-pangenomics/working/HPRC/HG03136/raw_data/PacBio_HiFi/m84046_230721_192545_s2.hifi_reads.bc2080.bam']",3,62.3,"[20.8, 21.7, 19.8]",21,"['Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03195,"['s3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m64136_220617_195203-bc1010.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m64136_220619_164654-bc1010.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m64136_220621_134558-bc1010.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230628_190945_s2.hifi_reads.bc1010.bam', 's3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230628_183924_s1.hifi_reads.bc1010.bam', 's3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230715_220754_s4.hifi_reads.bc1010.bam', 's3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230715_213648_s3.hifi_reads.bc1010.bam', 's3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230715_203436_s1.hifi_reads.bc1010.bam', 's3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230715_210542_s2.hifi_reads.bc1010.bam']",9,61.1,7,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m64136_220617_195203-bc1010.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m64136_220619_164654-bc1010.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m64136_220621_134558-bc1010.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m64043_220726_203720-bc1010.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230628_183924_s1.hifi_reads.bc1010.bam', 's3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230628_190945_s2.hifi_reads.bc1010.bam', 's3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230715_203436_s1.hifi_reads.bc1010.bam', 's3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230715_210542_s2.hifi_reads.bc1010.bam', 's3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230715_213648_s3.hifi_reads.bc1010.bam', 's3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230715_220754_s4.hifi_reads.bc1010.bam']",10,62.00000000000001,"[12.4, 11.3, 10.6, 0.9, 6.6, 7.0, 3.1, 3.0, 3.5, 3.6]",6,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio', 'Revio', 'Revio', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03225,"['s3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m64043_220518_120044-bc1008.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m84081_230630_204121_s4.hifi_reads.bc1008.bam', 's3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m64043_220516_150157-bc1008.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m64136_220518_004520-bc1008.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m84081_230630_201015_s3.hifi_reads.bc1008.bam', 's3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m64043_220726_203720-bc1008.5mc.hifi_reads.bam']",6,54.7,10,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m64043_220516_150157-bc1008.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m64043_220518_120044-bc1008.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m64043_220726_203720-bc1008.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m64136_220518_004520-bc1008.5mc.hifi_reads.bam', 's3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m84081_230630_201015_s3.hifi_reads.bc1008.bam', 's3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m84081_230630_204121_s4.hifi_reads.bc1008.bam']",6,54.699999999999996,"[9.2, 10.6, 7.7, 8.7, 8.6, 9.9]",10,"['Sequel II', 'Sequel II', 'Sequel II', 'Sequel II', 'Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG03270,"['s3://human-pangenomics/working/HPRC/HG03270/raw_data/PacBio_HiFi/m84091_230707_175906_s3.hifi_reads.bc1015.bam', 's3://human-pangenomics/working/HPRC/HG03270/raw_data/PacBio_HiFi/m84091_230710_183139_s4.hifi_reads.bc1015.bam']",2,64.6,32,lr:hqae,25,"['s3://human-pangenomics/working/HPRC/HG03270/raw_data/PacBio_HiFi/m84091_230707_175906_s3.hifi_reads.bc1015.bam', 's3://human-pangenomics/working/HPRC/HG03270/raw_data/PacBio_HiFi/m84091_230710_183139_s4.hifi_reads.bc1015.bam']",2,64.6,"[36.2, 28.4]",32,"['Revio', 'Revio']",16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
