2587,,,, ,,,Biomaterial Production,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order,ChildID,N,Sex,Subpopulation,Superpopulation,Production Year,Pellets Status: Production,QC: Karyotyping ,QC: OMNI Microarray,Pellets Status: UL Nanopore Production,HiFi Center Information ,HiFi sample received,HiFi data generation,HiFi data  submitted to AnVIL,10X Genomics Center Information ,10X Genomics sample received,10X Genomics data generation,10X Genomics data submitted to AnVIL,BioNano Genomics Center Information,BioNano Genomics sample received,BioNano Genomics data generation,BioNano Genomics data submitted to AnVIL,Nanopore Standard Center Information,Nanopore Standard sample received,Nanopore Standard Unsheared data generation,Nanopore Standard Unsheared data submitted to AnVIL,Nanopore UL Center Information,Nanopore UL sample received,Nanopore UL data generation,Nanopore UL data submitted to AnVIL,Hi-C Center Information,Hi-C sample received,Hi-C data generation,Hi-C data submitted to AnVIL,Strand-seq Center Information,Strand-seq sample received,Strand-seq data generation,Strand-seq data  submitted to AnVIL,Kinnex Center Information,Kinnex sample received,Kinnex data generation,Kinnex data  submitted to AnVIL
253,HG02583,GB23,female,GWD,AFR,YR4,Pellets Banked (01/24/2023),Completed (02/13/2023),Completed (03/24/2023),Pellets Banked (01/24/23),RU,5/18/23,Complete -- 64x,,,,,,,,,,,,,,,,,,UCSC,5/18/23,Complete (Sent to Illumina 1/31/24),,,,,,WashU,,,
254,NA20287,2470,female,ASW,AFR,YR4,Pellets Banked (01/24/2023),Completed (02/13/2023),Completed (03/24/2023),Pellets Banked (01/24/23),RU,5/18/23,Complete -- 60x,,,,,,,,,,,,,,,,,,UCSC,5/18/23,,,,,,,WashU --> RU,RNA pass QC,,
255,NA18489,Y002,female,YRI,AFR,Fail Karyo,Pellets Banked (02/21/2023),Completed (03/08/2023),Completed (03/24/2023),Pellets Banked (02/21/23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,HG03111,NG30,female,ESN,AFR,Fail Karyo,Pellets Banked (02/21/2023),Completed (03/08/2023),Completed (03/24/2023),Pellets Banked (02/21/23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,HG00272,NaN,female,FIN,EUR,YR4,Pellets Banked (06/05/2023),Completed (07/16/2023),Completed (08/14/2023),Pellets Banked (06/05/2023),UW,6/29/23,Complete -- 67.8X,,,,,,,,,,,,,,,,,,UCSC,6/29/23,Sent to Illumina 7/24/24,,,,,,WashU --> RU,RNA pass QC,,
258,HG00097,NaN,female,GBR,EUR,YR4,Pellets Banked (06/05/2023),Completed (07/16/2023),Completed (08/14/2023),Pellets Banked (06/05/2023),UW,6/29/23,Complete -- 63.7X,,,,,,,,,,,,,,,,,,UCSC,6/29/23,Sent to Illumina 7/24/24,,,,,,WashU --> RU,RNA pass QC,,
259,NA18879,,,YRI,AFR,YR4,Pellets Banked (06/07/2023),Completed (07/16/2023),Completed (08/14/2023),Pellets Banked (06/07/2023),UW,6/29/23,Complete -- 63.7X,,,,,,,,,,,,,,,,,,UCSC,6/29/23,Sent to Illumina 7/24/24,,,,,,WashU --> RU,RNA pass QC,,
260,HG01766,,,IBS,EUR,YR4,Pellets Banked (06/28/2023),Completed (07/23/2023),Completed (08/14/2023),Pellets Banked (06/28/2023),UW,7/13/23,Complete -- 63.0X,,,,,,,,,,,,,,,,,,UCSC,7/13/23,,,,,,,WashU --> RU,RNA pass QC,,
261,NA18871,,,YRI,AFR,YR4,Pellets Banked (07/05/2023),Completed (07/23/2023),Completed (08/24/2023),Pellets Banked (07/05/2023),UW,7/13/23,Complete -- 61.4X,,,,,,,,,,,,,,,,,,UCSC,7/13/23,,,,,,,WashU --> RU,RNA pass QC,,
262,NA20850,,,GIH,SAS,YR4,Pellets Banked (06/05/2023),Completed (07/16/2023),Completed (08/14/2023),Pellets Banked (06/05/2023),UW,6/29/23,Complete -- 60.6X,,,,,,,,,,,,,,,,,,UCSC,6/29/23,Sent to Illumina 7/24/24,,,,,,WashU --> RU,RNA pass QC,,
263,NA19835,,,ASW,AFR,YR4,Pellets Banked (06/13/2023),Completed (07/29/2023),Completed (08/14/2023),Pellets Banked (06/13/2023),RU,6/22/23,Complete -- 61x,,,,,,,,,,,,,,,,,,UCSC,6/22/23,Sent to Illumina 7/24/24,,,,,,RU,,,
264,NA19377,,,LWK,AFR,Fail Karyo,Pellets Banked (06/13/2023),Completed (07/29/2023),Completed (08/14/2023),Pellets Banked (06/13/2023),RU,6/22/23,Complete -- 61x,,,,,,,,,,,,,,,,,,UCSC,6/22/23,,,,,,,,,,
265,HG00253,,,GBR,EUR,YR4,Pellets Banked (06/13/2023),Completed (08/05/2023),Completed (08/14/2023),Pellets Banked (06/13/2023),RU,6/22/23,Complete -- 64x,,,,,,,,,,,,,,,,,,UCSC,6/22/23,Sent to Illumina 7/24/24,,,,,,RU,,,
266,HG00235,,,GBR,EUR,YR4,Pellets Banked (06/13/2023),Completed (08/05/2023),Completed (08/14/2023),Pellets Banked (06/13/2023),RU,6/22/23,Complete -- 61x,,,,,,,,,,,,,,,,,,UCSC,6/22/23,Sent to Illumina 7/24/24,,,,,,RU,,,
267,HG03369,,,ESN,AFR,YR4,Pellets Banked (06/13/2023),Completed (08/05/2023),Completed (08/14/2023),Pellets Banked (06/13/2023),RU,6/22/23,Complete -- 61x,,,,,,,,,,,,,,,,,,UCSC,6/22/23,Sent to Illumina 7/24/24,,,,,,RU,,,
268,NA18565,,,CHB,EAS,YR4,Pellets Banked (06/27/2023),Completed (08/05/2023),Completed (08/14/2023),Pellets Banked (06/27/2023),WashU,6/29/23,Complete -- 62.9X,,,,,,,,,,,,,,,,,,UCSC,6/29/23,Sent to Illumina 7/24/24,,,,,,RU,,,
269,NA20818,,,TSI,EUR,YR4,Pellets Banked (07/11/2023),Completed (08/13/2023),Completed (08/24/2023),Pellets Banked (07/11/2023),WashU,7/13/23,Complete -- 72.2X,,,,,,,,,,,,,,,,,,UCSC,7/13/23,,,,,,,RU,,,
270,HG00384,,,FIN,EUR,Fail Karyo,Pellets Banked (06/27/2023),Completed (08/13/2023),Completed (08/14/2023),Pellets Banked (06/27/2023),WashU,12:00:00 AM,Complete -- 61.3X,,,,,,,,,,,,,,,,,,UCSC,6/29/2023,,,,,,,,,,
271,NA20809,,,TSI,EUR,YR4,Pellets Banked (06/27/2023),Completed (08/20/2023),Completed (08/14/2023),Pellets Banked (06/27/2023),WashU,6/29/23,Complete -- 59.2X,,,,,,,,,,,,,,,,,,UCSC,6/29/23,Sent to Illumina 7/24/24,,,,,,RU,,,
272,NA21102,,,GIH,SAS,YR4,Pellets Banked (06/27/2023),Completed (08/20/2023),Completed (08/24/2023),Pellets Banked (06/27/2023),WashU,6/29/23,Complete -- 62.3X,,,,,,,,,,,,,,,,,,UCSC,6/29/23,Sent to Illumina 7/24/24,,,,,,RU,,,
273,HG03457,,,MSL,AFR,YR4,Pellets Banked (07/11/2023),Completed (09/03/2023),Completed (08/24/2023),Pellets Banked (07/11/2023),UW,7/13/23,Complete -- 61.8X,,,,,,,,,,,,,,,,,,UCSC,7/13/23,,,,,,,RU,,,
274,HG01028,,,CDX,EAS,YR4,Pellets Banked (07/11/2023),Completed (09/03/2023),Completed (08/24/2023),Pellets Banked (07/11/2023),UW,7/13/23,Complete -- 66.3X,,,,,,,,,,,,,,,,,,UCSC,7/13/23,,,,,,,RU,,,
275,HG03778,,,ITU,SAS,YR4,Pellets Banked (07/11/2023),Completed (09/03/2023),Completed (08/24/2023),Pellets Banked (07/11/2023),UW,7/13/23,Complete -- 60.7X,,,,,,,,,,,,,,,,,,UCSC,7/13/23,,,,,,,RU,,,
276,HG00258,,,GBR,EUR,YR4,Pellets Banked (07/11/2023),Completed (08/20/2023),Completed (08/24/2023),Pellets Banked (07/11/2023),UW,7/13/23,Complete -- 66.4X,,,,,,,,,,,,,,,,,,UCSC,7/13/23,,,,,,,RU,,,
277,HG03136,,,ESN,AFR,YR4,Pellets Banked (07/11/2023),Completed (09/03/2023),Completed (08/24/2023),Pellets Banked (07/11/2023),UW,7/13/23,Complete -- 62.3X,,,,,,,,,,,,,,,,,,UCSC,7/13/23,,,,,,,RU,,,
278,HG01626,,,IBS,EUR,Fail Karyo,Pellets Banked (07/18/2023),Completed (10/1/2023),Completed (08/24/2023),Pellets Banked (07/18/2023),RU,7/21/23,Complete -- 63x,,,,,,,,,,,,,,,,,,UCSC,7/20/23,,,,,,,,,,
279,HG00662,,,CHS,EAS,YR4,Pellets Banked (07/18/2023),Completed (10/1/2023),Completed (08/24/2023),Pellets Banked (07/18/2023),RU,7/21/23,Complete -- 61x,,,,,,,,,,,,,,,,,,UCSC,7/20/23,,,,,,,RU,,,
280,HG01167,,,PUR,AMR,YR4,Pellets Banked (07/18/2023),Completed (10/1/2023),Completed (08/24/2023),Pellets Banked (07/18/2023),RU,7/21/23,Complete -- 62x,,,,,,,,,,,,,,,,,,UCSC,7/20/23,Sent to Illumina 7/24/24,,,,,,RU,,,
281,NA19131,,,YRI,AFR,YR4,Pellets Banked (07/18/2023),Completed (10/1/2023),Completed (08/24/2023),Pellets Banked (07/18/2023),RU,7/21/23,Complete -- 64x,,,,,,,,,,,,,,,,,,UCSC,7/20/23,Sent to Illumina 7/24/24,,,,,,RU,,,
282,HG04153,,,BEB,SAS,YR4,Pellets Banked (07/18/2023),Completed (10/1/2023),Completed (08/24/2023),Pellets Banked (07/18/2023),RU,7/21/23,Complete -- 65x,,,,,,,,,,,,,,,,,,UCSC,7/20/23,Sent to Illumina 7/24/24,,,,,,RU,,,
283,NA19099,,,YRI,AFR,YR4,Pellets Banked (07/25/2023),Completed (10/3/2023),Completed (08/24/2023),Pellets Banked (07/25/2023),WashU,7/27/23,Complete -- 65.1x,,,,,,,,,,,,,,,,,,UCSC,7/27/23,,,,,,,RU,,,
284,HG03343,,,ESN,AFR,YR4,Pellets Banked (07/26/2023),Completed (10/29/2023),Completed (08/24/2023),Pellets Banked (07/26/2023),WashU,7/27/23,Complete -- 62.1x,,,,,,,,,,,,,,,,,,UCSC,7/27/23,,,,,,,RU,,,
285,HG01785,,,IBS,EUR,Fail Karyo,Pellets Banked (07/25/2023),Completed (10/29/2023),Completed (08/24/2023),Pellets Banked (07/25/2023),WashU,7/27/23,Complete -- 68.2x,,,,,,,,,,,,,,,,,,UCSC,7/27/23,,,,,,,,,,
286,HG01894,,,ACB,AFR,YR4,Pellets Banked (08/01/2023),Completed (11/1/2023),Completed (08/24/2023),Pellets Banked (08/01/2023),WashU,8/3/23,Complete -- 65.2x,,,,,,,,,,,,,,,,,,UCSC,8/3/23,,,,,,,RU,,,
287,NA19834,,,ASW,AFR,YR4,Pellets Banked (07/25/2023),Completed (10/29/2023),Completed (08/24/2023),Pellets Banked (07/25/2023),WashU,7/27/23,Complete -- 83.5x,,,,,,,,,,,,,,,,,,UCSC,7/27/23,,,,,,,RU,,,
288,HG03103,,,ESN,AFR,YR4,Pellets Banked (08/01/2023),Completed (11/1/2023),Completed (08/24/2023),Pellets Banked (08/01/2023),UW,8/3/23,Complete -- 60.0X,,,,,,,,,,,,,,,,,,UCSC,8/3/23,,,,,,,RU,,,
289,HG01048,,,PUR,AMR,YR4,Pellets Banked (08/01/2023),Completed (11/1/2023),Completed (08/24/2023),Pellets Banked (08/01/2023),UW,8/3/23,Complete -- 68.9X,,,,,,,,,,,,,,,,,,UCSC,8/3/23,,,,,,,RU,,,
290,NA19190,,,YRI,AFR,YR4,Pellets Banked (08/01/2023),Completed (11/1/2023),Completed (08/24/2023),Pellets Banked (08/01/2023),UW,8/3/23,Complete -- 71.3X,,,,,,,,,,,,,,,,,,UCSC,8/3/23,,,,,,,RU,,,
291,HG04225,,,ITU,SAS,YR4,Pellets Banked (08/01/2023),Completed (11/1/2023),Completed (08/24/2023),Pellets Banked (08/01/2023),UW,8/3/23,Complete -- 66.6X,,,,,,,,,,,,,,,,,,UCSC,8/3/23,,,,,,,RU,,,
292,NA19012,,,JPT,EAS,YR4,Pellets Banked (08/01/2023),Completed (11/1/2023),Completed (08/24/2023),Pellets Banked (08/01/2023),UW,8/3/23,Complete -- 62.6X,,,,,,,,,,,,,,,,,,UCSC,8/3/23,,,,,,,RU,,,
293,HG02624,,,GWD,AFR,YR4,Pellets Banked (08/08/2023),Completed (11/5/2023),Completed (08/24/2023),Pellets Banked (08/08/2023),RU,8/3/23,Complete -- 61X,,,,,,,,,,,,,,,,,,UCSC,8/10/23,,,,,,,RU,,,
294,HG03672,,,STU,SAS,YR4,Pellets Banked (08/08/2023),Completed (12/2/2023),Completed (08/24/2023),Pellets Banked (08/08/2023),RU,8/3/23,Complete -- 64X,,,,,,,,,,,,,,,,,,UCSC,8/10/23,,,,,,,RU,,,
295,HG03372,,,ESN,AFR,YR4,Pellets Banked (08/08/2023),Completed (12/2/2023),Completed (08/24/2023),Pellets Banked (08/08/2023),RU,8/3/23,Complete -- 65X,,,,,,,,,,,,,,,,,,UCSC,8/10/23,,,,,,,RU,,,
296,HG03108,,,ESN,AFR,YR4,Pellets Banked (08/08/2023),Completed (11/5/2023),Completed (08/24/2023),Pellets Banked (08/08/2023),RU,8/3/23,Complete -- 64X,,,,,,,,,,,,,,,,,,UCSC,8/10/23,,,,,,,RU,,,
297,NA19703,,,ASW,AFR,YR4,Pellets Banked (08/08/2023),Completed (11/5/2023),Completed (08/24/2023),Pellets Banked (08/08/2023),RU,8/3/23,Complete -- 62X,,,,,,,,,,,,,,,,,,UCSC,8/10/23,,,,,,,RU,,,
298,HG00106,,,GBR,EUR,YR4,Pellets Banked (08/15/2023),Completed (11/14/2023),Completed (10/09/2023),Pellets Banked (08/15/2023),WashU,8/17/23,Complete -- 61.5X,,,,,,,,,,,,,,,,,,UCSC,8/17/23,,,,,,,RU,,,
299,HG00117,,,GBR,EUR,YR4,Pellets Banked (08/15/2023),Completed (12/2/2023),Completed (10/09/2023),Pellets Banked (08/15/2023),WashU,8/17/23,Complete -- 63.5X,,,,,,,,,,,,,,,,,,UCSC,8/17/23,,,,,,,RU,,,
300,HG01798,,,CDX,EAS,YR4,Pellets Banked (08/15/2023),Completed (12/2/2023),Completed (10/09/2023),Pellets Banked (08/15/2023),WashU,8/17/23,Complete -- 80.8X,,,,,,,,,,,,,,,,,,UCSC,8/17/23,,,,,,,RU,,,
301,HG03919,,,BEB,SAS,YR4,Pellets Banked (08/15/2023),Completed (01/01/2024),Completed (10/09/2023),Pellets Banked (08/15/2023),WashU,8/17/23,Complete -- 66.3X,,,,,,,,,,,,,,,,,,UCSC,8/17/23,,,,,,,RU,,,
302,HG03388,,,MSL,AFR,YR4,Pellets Banked (08/15/2023),Completed (12/2/2023),Completed (10/09/2023),Pellets Banked (08/15/2023),WashU,8/17/23,Complete -- 80.8X,,,,,,,,,,,,,,,,,,UCSC,8/17/23,,,,,,,UW,5/9/24,Complete -- 15.3M,
303,NA19042,fiber-seq pilot,,LWK,AFR,YR4,Pellets Banked (08/22/2023),Completed (12/23/2023),Completed (10/09/2023),Pellets Banked (08/22/2023),UW,8/24/23,Complete -- 60X (RU),,,,,,,,,,,,,,,,,,UCSC,8/24/23,,,,,,,UW,5/9/24,Complete -- 14.5M,
304,NA19315,fiber-seq pilot,,LWK,AFR,Fail Karyo,Pellets Banked (08/22/2023),Completed (01/29/2023),Completed (10/09/2023),Pellets Banked (08/22/2023),UW,8/24/23,"std pellet @ UW [hold], FiberSeq lysate to RU?",,,,,,,,,,,,,,,,,,UCSC,8/24/23,,,,,,,,,,
305,NA18638,fiber-seq pilot,,CHB,EAS,Fail Karyo,Pellets Banked (08/22/2023),Completed (01/11/2024),Completed (10/09/2023),Pellets Banked (08/22/2023),UW,8/24/23,"std pellet @ UW [hold], FiberSeq lysate to UW -- complete, 62.2X coverage [2.07 cells]",,,,,,,,,,,,,,,,,,UCSC,8/24/23,,,,,,,,,,
306,NA21101,,,GIH,SAS,Fail Karyo,Pellets Banked (09/12/2023),Completed (01/21/2024),Completed (10/09/2023),Pellets Banked (09/12/2023),RU,9/21/23,,,,,,,,,,,,,,,,,,,UCSC,9/21/23,,,,,,,,,,
307,HG00701,,,CHS,EAS,YR4,Pellets Banked (09/12/2023),Completed (01/27/2024),Completed (10/09/2023),Pellets Banked (09/12/2023),RU,9/21/23,Complete -- 65x,,,,,,,,,,,,,,,,,,UCSC,9/21/23,,,,,,,UW,5/9/24,Complete -- 12.7M,
308,HG03072,,,MSL,AFR,YR4,Pellets Banked (09/12/2023),Completed (02/11/2024),Completed (10/09/2023),Pellets Banked (09/12/2023),RU,9/21/23,Complete -- 65x,,,,,,,,,,,,,,,,,,UCSC,9/21/23,,,,,,,UW,5/9/24,Complete -- 14.1M,
309,HG03445,,,MSL,AFR,YR4,Pellets Banked (09/12/2023),Completed (02/11/2024),Completed (10/09/2023),Pellets Banked (09/12/2023),RU,9/21/23,Complete -- 62x,,,,,,,,,,,,,,,,,,UCSC,9/21/23,,,,,,,UW,5/9/24,Complete -- 14.7M,
1,HG03788,ITU,,,,YR5,Pellets Banked (09/26/2023),Completed (02/28/2024),Completed (01/23/2023),Pellets Banked (09/26/2023),WashU,9/28/23,Complete -- 60.4X,,,,,,,,,,,,,,,,,,UCSC,9/28/23,,,,,,,UW,5/9/24,Complete -- 16.3M,
2,HG00119,GBR,,,,YR5,Pellets Banked (09/26/2023),Completed (02/17/2024),Completed (01/23/2023),Pellets Banked (09/26/2023),WashU,9/28/23,Complete -- 80.3X,,,,,,,,,,,,,,,,,,UCSC,9/28/23,,,,,,,UW,5/9/24,Complete -- 14.5M,
3,NA18523,YRI,,,,Fail Karyo,Pellets Banked (09/26/2023),Completed (02/11/2024),Completed (01/23/2023),Pellets Banked (09/26/2023),WashU,9/28/23,Complete -- 60.2X,,,,,,,,,,,,,,,,,,UCSC,9/28/23,,,,,,,,,,
4,NA18606,CHB,,,,YR5,Pellets Banked (09/26/2023),Completed (02/11/2024),Completed (01/23/2023),Pellets Banked (09/26/2023),WashU,9/28/23,Complete -- 69.7X,,,,,,,,,,,,,,,,,,UCSC,9/28/23,,,,,,,UW,5/9/24,Complete -- 13M,
5,NA18636,CHB,,,,YR5,Pellets Banked (09/26/2023),Completed (02/28/2024),Completed (01/23/2023),Pellets Banked (09/26/2023),WashU,9/28/23,Complete -- 84.3X,,,,,,,,,,,,,,,,,,UCSC,9/28/23,,,,,,,UW,5/9/24,cDNA fail,
6,HG01610,IBS,,,,YR5,Pellets Banked (09/26/2023),Completed (02/28/2024),Completed (01/23/2023),Pellets Banked (09/26/2023),WashU,9/28/23,Complete -- 80.7X,,,,,,,,,,,,,,,,,,UCSC,9/28/23,,,,,,,UW,5/9/24,Complete -- 13.9M,
7,NA18611,CHB,,,,YR5,Pellets Banked (10/10/2023),Completed (04/01/2024),Completed (01/23/2023),Pellets Banked (10/10/2023),UW,10/12/23,Complete -- 60.9X,,,,,,,,,,,,,,,,,,UCSC,10/12/23,,,,,,,RU,,,
8,HG04002,ITU,,,,Fail Karyo,Pellets Banked (10/31/2023),Completed (04/01/2024),Completed (01/23/2023),Pellets Banked (10/31/2023),UW,11/30/23,Complete -- 63.4X,,,,,,,,,,,,,,,,,,UCSC,11/30/23,,,,,,,,,,
9,NA19355,LWK,,,,Fail Karyo,Pellets Banked (10/10/2023),Completed (04/01/2024),Completed (01/23/2023),Pellets Banked (10/10/2023),UW,10/12/23,Complete -- 65.6X,,,,,,,,,,,,,,,,,,UCSC,10/12/23,,,,,,,,,,
10,HG03198,ESN,,,,YR5,Pellets Banked (10/10/2023),Completed (04/01/2024),Completed (01/23/2023),Pellets Banked (10/10/2023),UW,10/12/23,Complete -- 61.2X,,,,,,,,,,,,,,,,,,UCSC,10/12/23,,,,,,,RU,,,
11,NA20362,ASW,,,,YR5,Pellets Banked (10/10/2023),Completed (04/01/2024),Completed (01/23/2023),Pellets Banked (10/10/2023),UW,,,,,,,,,,,,,,,,,,,,UCSC,5/16/24,,,,,,,RU,,,
12,HG03854,STU,,,,YR5,Pellets Banked (10/10/2023),Completed (04/01/2024),Completed (01/23/2023),Pellets Banked (10/10/2023),UW,10/12/23,Complete -- 62.6X,,,,,,,,,,,,,,,,,,UCSC,10/12/23,,,,,,,RU,,,
13,HG00118,GBR,,,,YR5,Pellets Banked (10/24/2023),Completed (04/01/2024),Completed (01/23/2023),Pellets Banked (10/24/2023),RU,10/26/23,,,,,,,,,,,,,,,,,,,UCSC,10/25/23,,,,,,,RU,,,
14,HG03060,MSL,,,,Fail Karyo,Pellets Banked (10/24/2023),Completed (05/14/2024),Completed (01/23/2023),Pellets Banked (10/24/2023),RU,10/26/23,,,,,,,,,,,,,,,,,,,UCSC,10/25/23,,,,,,,Fail Karyo,5/9/24,RNA Extracted,
15,HG03117,ESN,,,,YR5,Pellets Banked (10/24/2023),Completed (05/14/2024),Completed (01/23/2023),Pellets Banked (10/24/2023),RU,10/26/23,Complete -- 67X,,,,,,,,,,,,,,,,,,UCSC,10/25/23,,,,,,,UW,5/9/24,Complete -- 13.4M,
16,HG04216,ITU,,,,YR5,Pellets Banked (10/24/2023),Completed (05/16/2024),Completed (01/23/2023),Pellets Banked (10/24/2023),RU,10/26/23,Complete -- 66X,,,,,,,,,,,,,,,,,,UCSC,10/25/23,,,,,,,UW,5/9/24,Complete -- 14.9M,
17,HG03691,STU,,,,YR5,Pellets Banked (10/24/2023),Completed (05/17/2024),Completed (01/23/2023),Pellets Banked (10/24/2023),RU,10/26/23,Complete -- 64X,,,,,,,,,,,,,,,,,,UCSC,10/25/23,,,,,,,UW,5/9/24,Complete -- 13.6M,
18,HG01516,IBS,,,,YR5,Pellets Banked (10/24/2023),Completed (05/14/2024),Completed (01/23/2023),Pellets Banked (10/24/2023),RU,10/26/23,Complete -- 63X,,,,,,,,,,,,,,,,,,UCSC,10/25/23,,,,,,,UW,5/9/24,Complete -- 13.7M,
19,HG02337,ACB,,,,YR5,Pellets Banked (11/7/2023),Completed (06/16/2024),Completed (01/23/2023),Pellets Banked (11/7/2023),WashU,11/10/23,Complete -- 63.5X,,,,,,,,,,,,,,,,,,UCSC,11/9/23,,,,,,,UW,5/9/24,Complete -- 14.1M,
20,HG03460,MSL,,,,YR5,Pellets Banked (11/7/2023),Completed (06/18/2024),Completed (01/23/2023),Pellets Banked (11/7/2023),WashU,11/10/23,Complete -- 84.1X,,,,,,,,,,,,,,,,,,UCSC,11/9/23,,,,,,,UW,5/9/24,Complete -- 14.2M,
21,HG02464,GWD,,,,Fail Karyo,Pellets Banked (11/14/2023),Completed (06/16/2024),Completed (01/23/2023),Pellets Banked (11/14/2023),WashU,1/11/24,Complete -- 80.8X,,,,,,,,,,,,,,,,,,UCSC,1/11/2024,,,,,,,Fail Karyo,5/9/24,RNA Extracted,
22,NA18538,CHB,,,,YR5,Pellets Banked (11/7/2023),Completed (05/17/2024),Completed (01/23/2023),Pellets Banked (11/7/2023),WashU,11/10/23,Complete -- 71.0X,,,,,,,,,,,,,,,,,,UCSC,11/9/23,,,,,,,UW,5/9/24,Complete -- 13.7M,
23,HG02013,ACB,,,,Fail Karyo,Pellets Banked (11/7/2023),Completed (05/14/2024),Completed (01/23/2023),Pellets Banked (11/7/2023),WashU,11/10/23,Complete -- 77.2X,,,,,,,,,,,,,,,,,,UCSC,11/9/23,,,,,,,Fail Karyo,5/9/24,RNA Extracted,
24,NA19063,JPT,,,,YR5,Pellets Banked (11/7/2023),Completed (05/17/2024),Completed (01/23/2023),Pellets Banked (11/7/2023),WashU,11/10/23,Complete -- 82.8X,,,,,,,,,,,,,,,,,,UCSC,11/9/23,,,,,,,RU,,,
25,NA18967,JPT,,,,YR5,Pellets Banked (11/14/2023),Completed (06/18/2024),Completed (03/05/2023),Pellets Banked (11/14/2023),UW,11/30/23,Complete -- 62.6X,,,,,,,,,,,,,,,,,,UCSC,11/30/23,,,,,,,RU,,,
26,NA20866,GIH,,,,YR5,Pellets Banked (11/14/2023),Completed (06/18/2024),Completed (03/05/2023),Pellets Banked (11/14/2023),UW,11/30/23,Complete -- 60.8X,,,,,,,,,,,,,,,,,,UCSC,11/30/23,,,,,,,RU,,,
27,NA20800,TSI,,,,YR5,Pellets Banked (11/14/2023),Completed (06/18/2024),Completed (03/05/2023),Pellets Banked (11/14/2023),UW,11/30/23,Complete -- 65.7X,,,,,,,,,,,,,,,,,,UCSC,11/30/23,,,,,,,RU,,,
28,NA20294,ASW,,,,YR5,Pellets Banked (11/14/2023),Completed (06/18/2024),Completed (03/05/2023),Pellets Banked (11/14/2023),UW,,,,,,,,,,,,,,,,,,,,UCSC,5/16/2024,,,,,,,RU,,,
29,HG01176,PUR,,,,YR5,Pellets Banked (11/14/2023),Completed (06/19/2024),Completed (03/05/2023),Pellets Banked (11/14/2023),UW,11/30/23,Complete -- 64X,,,,,,,,,,,,,,,,,,UCSC,11/30/23,,,,,,,RU,,,
30,HG00150,GBR,,,,YR5,Pellets Banked (11/14/2023),Completed (06/19/2024),Completed (03/05/2023),Pellets Banked (11/14/2023),UW,11/30/23,Complete -- 63.2X,,,,,,,,,,,,,,,,,,UCSC,11/30/23,,,,,,,RU,,,
31,HG02541,ACB,,,,YR5,Pellets Banked (11/28/2023),"Completed
(07/08/2024)",Completed (03/05/2023),Pellets Banked (11/28/2023),RU,12/7/23,Complete -- 70X,,,,,,,,,,,,,,,,,,UCSC,12/7/23,,,,,,,RU,,,
32,NA21133,GIH,,,,YR5,Pellets Banked (12/4/2023),"Completed
(07/24/2024)",Completed (03/05/2023),Pellets Banked (12/4/2023),RU,12/7/23,Complete -- 71X,,,,,,,,,,,,,,,,,,UCSC,12/7/23,,,,,,,RU,,,
33,HG02497,ACB,,,,YR5,Pellets Banked (11/28/2023),"Completed
(07/08/2024)",Completed (03/05/2023),Pellets Banked (11/28/2023),RU,12/7/23,Complete -- 67X,,,,,,,,,,,,,,,,,,UCSC,12/7/23,,,,,,,RU,,,
34,NA19360,LWK,,,,YR5,Pellets Banked (11/28/2023),"Completed
(07/08/2024)",Completed (03/05/2023),Pellets Banked (11/28/2023),RU,12/7/23,Complete -- 74X,,,,,,,,,,,,,,,,,,UCSC,12/7/23,,,,,,,RU,,,
35,HG03433,MSL,,,,YR5,Pellets Banked (11/28/2023),"Completed
(07/08/2024)",Completed (03/05/2023),Pellets Banked (11/28/2023),RU,12/7/23,,,,,,,,,,,,,,,,,,,UCSC,12/7/23,,,,,,,RU,,,
36,HG01700,IBS,,,,YR5,Pellets Banked (11/28/2023),"Completed
(07/08/2024)",Completed (03/05/2023),Pellets Banked (11/28/2023),RU,12/7/23,Complete -- 67X,,,,,,,,,,,,,,,,,,UCSC,12/7/23,,,,,,,RU,,,
37,HG02676,GWD,,,,YR5,Pellets Banked (12/12/2023),"Completed
(07/24/2024)",Completed (03/05/2023),Pellets Banked (12/12/2023),WashU,1/11/24,Complete -- 85.3X,,,,,,,,,,,,,,,,,,UCSC,1/11/2024,,,,,,,RU,,,
38,NA19055,JPT,,,,YR5,Pellets Banked (12/12/2023),"Completed
(07/24/2024)",Completed (03/05/2023),Pellets Banked (12/12/2023),WashU,1/11/24,Complete -- 92.0X,,,,,,,,,,,,,,,,,,UCSC,1/11/2024,,,,,,,RU,,,
39,HG03052,MSL,,,,YR5,Pellets Banked (12/12/2023),"Completed
(08/18/2024)",Completed (03/05/2023),Pellets Banked (12/12/2023),WashU,1/11/24,Complete -- 62.5X,,,,,,,,,,,,,,,,,,UCSC,1/11/2024,,,,,,,UW,5/9/24,Complete -- 14.8M,
40,HG03363,ESN,,,,Fail Karyo,Pellets Banked (12/12/2023),Completed (08/18/2024),Completed (03/05/2023),Pellets Banked (12/12/2023),WashU,1/11/24,Complete -- 70.6X,,,,,,,,,,,,,,,,,,UCSC,1/11/2024,,,,,,,UW,5/9/24,cDNA fail,
